link,title,watch,bullet_chat,time,up
https://www.bilibili.com/video/av92028051?from=search,吃鸡模拟战：开了透视才会明白，一局里面能有多少外挂？,6.2万,130,2020-02-27,在下顾小刀
https://www.bilibili.com/video/av91690218?from=search,成果斗鱼直播吃鸡，水友枪杀海棠，围观大力跳崖,17.4万,295,2020-02-26,奈何本人没文化
https://www.bilibili.com/video/av90650342?from=search,吃鸡新图卡拉金怎么打？mini14杀就完事了,14.7万,1095,2020-02-21,痒局长
https://www.bilibili.com/video/av92585194?from=search,绝地求生：如萍语音包吃鸡，依萍看了想打人！【塔塔解说】,2.8万,174,2020-02-29,塔塔解说啊
https://www.bilibili.com/video/av91499533?from=search,大司马吃鸡时突闻背后传来“歪比歪比”，顿时笑成红皮鸭子！,28.1万,402,2020-02-25,司马大食堂
https://www.bilibili.com/video/av92406585?from=search,加入胖头鱼立马满血吃鸡？贴吧战神王小鸭果然熟读《情商》！,3.8万,515,2020-02-28,火播君
https://www.bilibili.com/video/av70483406?from=search,Minecraft 全裸开场【ＯＰ武器】落地找 !! 10分钟一场【饥饿游戏】!! 全新地图【吃鸡战场】!! 全字幕,38.4万,6417,2019-10-07,阿神的Bili官方頻道
https://www.bilibili.com/video/av21731596?from=search,【老番茄】吃鸡中偶遇印度音乐家！情歌对唱堪比天籁,194.2万,5778,2018-04-13,老番茄
https://www.bilibili.com/video/av92596760?from=search,冰糖游戏：挑战用“无名岛”物资吃鸡，结果这里遍地都是狙击枪？,2.3万,117,2020-02-29,冰糖游戏
https://www.bilibili.com/video/av92277831?from=search,【SNH48】叉叉一雪前耻，钱少彷佛在单排的三排吃鸡,4134,68,2020-02-28,三年二班红烧胖大海
https://www.bilibili.com/video/av90970373?from=search,【日夜绝地求生】当我征服了一个吃鸡的小学生后？这也太可爱了⑧!,3.5万,894,2020-02-23,秃了头的日夜
https://www.bilibili.com/video/av92629309?from=search,大司马吃鸡遇直男水友！全程灵魂拷问！好不容易三级套最后还被外挂秒杀！,2.1万,376,2020-02-29,司马大食堂
https://www.bilibili.com/video/av92536435?from=search,"别想并夕夕的千元机啦！500元不到开核神机带你流畅吃鸡？最近配件价格上涨啦,垃圾都不好捡了。",4.1万,462,2020-02-29,图吧七七
https://www.bilibili.com/video/av92250496?from=search,CF Zero：新版APEX大逃杀模式试玩，团队合作完美吃鸡,4.3万,542,2020-02-28,师长游戏解说
https://www.bilibili.com/video/av21578188?from=search,【老番茄】火星语吃鸡！RAP竟起源于中国？,214.6万,1.2万,2018-04-04,老番茄
