link,title,game,anchor,hot,tags
https://www.douyu.com/2845610,中单剑圣黑色冲王者,英雄联盟,玩剑圣的毛毛虫,10.2万,国服最强剑圣
https://www.douyu.com/2719701,钻石局乱杀？鬼影流螳螂教学,英雄联盟,摘星螳螂,9.6万,螳螂RW进化流aee第一人
https://www.douyu.com/4533200,【99%胜率龙龟】主Q征服者，怼翻全场！,英雄联盟,唐人龙龟,9.5万,国服第一龙龟
https://www.douyu.com/103997,最强酒桶ˇ ˇ今天峡谷700上1000,英雄联盟,西瓜Melon1,9.4万,DCA挑战者A队 JUG
https://www.douyu.com/7259931,最细刀妹：细致对线团战教学 有问必答,英雄联盟,余晖刀妹,9.2万,最细致刀妹讲解导师
https://www.douyu.com/29,早起BWL，困死我了,英雄联盟,教练JoKer,9.2万,英雄联盟官方解说
https://www.douyu.com/5699653,单排戏命师上分小教学。,英雄联盟,戏命师小白,9.1万,飓风流戏命师创始人 国服顶尖戏命师
https://www.douyu.com/734473,黑色玫瑰办卡上车❤,英雄联盟,一只小媚媚丶,8.1万,邻家小妹妹拉克丝
https://www.douyu.com/6688771,螳螂：基本上分打法,英雄联盟,红茶bt,8万,斗鱼最秀螳螂
https://www.douyu.com/116855,你见不到比我更细节的刀妹,英雄联盟,The丸刀妹,7.6万,峡谷王者千分刀妹
https://www.douyu.com/936504,加里奥神：一拳一个小朋友！！！,英雄联盟,吃货丶权爷,7.5万,国服顶尖加里奥
https://www.douyu.com/571881,披萨OB:直播The shy/肉鸡,英雄联盟,暴风工作室丶,7.4万,韩服职业选手OB解说
https://www.douyu.com/2056495,发条导师：看完必上钻~,英雄联盟,豪男xhn,7.2万,万场发条腼腆男孩
https://www.douyu.com/1679006,{周冠鱼鱼}今日限定：飞机房管,英雄联盟,馒头超仙女哒,7万,峡谷电台声优软妹
https://www.douyu.com/1711060,武汉球王：发条 辛德拉,英雄联盟,da迪,7万,国服顶尖球女
https://www.douyu.com/5792609,实况RNG上野双排,英雄联盟,RNG上校OB皇族RYL不放弃,6.9万,RNG粉丝专属OB直播间
https://www.douyu.com/2970241,广东小姐姐在线唉锤-.-,英雄联盟,只属于你de小可爱,6.8万,国服最强女卡莎
https://www.douyu.com/158252,花老师：上野教父千分打野青钢影专场,英雄联盟,花宝不是花饱OvO,6.7万,斗鱼第一青钢影 王者教学 
https://www.douyu.com/4385846,我睡醒了 甚至还有点孤独,英雄联盟,小乔尤物,6.6万,峡谷最强女AD
https://www.douyu.com/2425826,一颗秧苗：是你的鬼叫女娃吗,英雄联盟,一颗秧苗丷,6.5万,古灵精怪少女AD
https://www.douyu.com/3883794,限量免费收徒陪练教学の峡谷王者ad冲前十,英雄联盟,猫咪老师ADKing,6.5万,韩服王者900分AD教学
https://www.douyu.com/3554170,风女 璐璐 高胜率上钻教学,英雄联盟,蛋蛋风女,6.4万,国服顶尖风女
https://www.douyu.com/3860930,声优崽ღ豹女野区细节教学 打野想当小藏獒,英雄联盟,汣年,6.2万,高分段声优治愈系打野
https://www.douyu.com/6901557,上单炼金之峡谷开冲,英雄联盟,辛德浪炼金,6.1万,
https://www.douyu.com/2518720,是黑色玫瑰哟,英雄联盟,糖豆Darling,6万,国服高端局赏金恋人
https://www.douyu.com/7236496,逆版本阿卡丽，斗鱼祁同伟 爷胜天半子,英雄联盟,我是宝贝贝贝贝贝,6万,峡谷最秀阿卡丽
https://www.douyu.com/424559,【重播】S9精彩集锦,英雄联盟,英雄联盟赛事2,5.9万,斗鱼英雄联盟赛事官方直播间
https://www.douyu.com/1653017,斗鱼第一颜值剑圣,英雄联盟,东东要努力呀,5.7万,颜值打野剑圣
https://www.douyu.com/7918873,只玩AD的小姐姐来个辅助,英雄联盟,王豆荳,5.6万,
https://www.douyu.com/2035391,打ADC 先学会单排,英雄联盟,丐帮帮主丶大白,5.6万,带秀英雄池国服第一
https://www.douyu.com/623616,世界第二锐雯：王者的细节,英雄联盟,烙痕锐雯,5.5万,国服高端锐雯玩家
https://www.douyu.com/454477,S10第一男枪-意大利炮王参上,英雄联盟,无敌男枪张学友,5.5万,斗鱼第一男枪
