name,sex,sign,content
闪耀的泛冰青,保密,这个人很懒，它甚至要调戏签名栏@_@70,竟然上b站热搜了！！！
聆听ing,保密,,无印组的砧板可是能摇起来的哦，其他砧板做得到吗
西宫宏,男,我永远喜欢西宫硝子（这辈子是不可能改签名的）,昨天晚上，我变成了一个只会喊星姐NB的傻子[打call]
洋葱骑士湊阿夸,保密,立派美工（迫真）还没学轴 日语学到小李赴日了,虽然星姐超棒$我也很感动$但是看到星姐3D 我的第一想法是 星姐可以进holo小剧场了( ´_ゝ｀)
次月の红,男,无聊，想找人一起玩游戏，steamID和B站ID一样，头像是芙兰的，有小伙伴能带我玩游戏的话求加,传说，神回，已录，烤完，烤肉man牛逼，这份恩情我看完视频前不会遗忘
最爱Jk时雨妈,保密,决战2020~～～～,yagoo醒醒！你的偶像梦没失败！
折纸的Creeper,男,washoi！！！,这次3d披露holo真的是用心了，星姐加油啊！！
憨皮怪就是我D某人了,男,是吹雪，坑卡坑卡斯哈斯哈。$$$求vtuber表情包，私信发我，秋梨膏。,这一小时，舰长免费
域千泷,保密,也就是单推个沙织这样子才能维持生活,来了，都摘头套了
百合好き,保密,"Act,jrpg爱好者，什么时候出贝姐3和塞尔达续作,空洞骑士续作啊! 希望今年能看到dq12的消息！屑世嘉= =",希望大家不要在其他地方刷，饭圈行为会让人反感的（提醒一下
双叶ふたば,保密,,昨天当上舰长的麻烦过来报道一下统计一下
咩艾露贝莉,保密,咩？,就一句……这玩意免费真的好吗……
夏影泥棒,保密,Gamer/阿宅/DD/情弱,推特日本趋势榜一，世界趋势榜二，配信结束后的世界榜一，星姐终于像彗星一样闪耀世界
蓝莓火锅,男,可能快要秃顶了建规最惨没人要两头不讨好景观专业学生，一事无成的电吉他爱好者，泛爱设计与艺术音乐这种东西，不过也是一知半解。 以上。,看完live我确信不仅连我们，连holo的建模师、打光师、编排、音响都是星姐的gachi了。这就是真正的偶像力吗！！！$还有这live不要门票简直就nm离谱，DD们还不去虚空补票？
Fryangry,保密,,草，我竟然看到星姐摇了。看来只是五边形战士了（？）
五河しどう,男,wryyyyyyyyy,错过直播的我感觉自己亏了一个亿[小电视_哭泣]
七海千秋的腿部挂件,女,熬夜看vtb真的浑身起劲$$,话说星姐该加入小剧场了吧
午睡国王Nozomi,男,,赶紧把这个视频加入轮播列表！
奇怪的工作室老王,保密,,油管边播边刷作业，推特上都在刷星街，结果播完了发现作业没动几下
杀客同萌,男,这个人很懒，什么都没写,星姐刚入innk关注的，当时对她的经历有些了解，但只是觉得她粉丝才2w1，太少凑个数的，并不怎么看，后来的原创曲也仅仅是听了一下。从看她打块和歌回，渐渐喜欢上，正式进入holo后她的联动增多，粉丝数开始迅速增加，真的有种见证成长的感觉（虽然没打过钱）3D确实不容易。相信那些在现场听到天球和comet的老粉感触比我更多。加油星姐！
キズナアイ,保密,"so felt In solitude, where we are least alone;",纯路人，过来看神话的诞生
冰糖单推人,保密,为所有vtb祈福,从很早就喜欢星姐了，在这里真的感谢yagoo，感谢你让这个女孩有实现梦想的机会，也感谢哪些拒绝星姐的公司，要不是你们拒绝星姐我们可能都无法见到星姐，更感谢黑🐸（diss）感谢你让星姐掌握了这么多的技能，星姐就如同我们理想中的人物，我们因为现实而放弃梦想，而星姐在这里靠自己的努力实现了自己的梦想，告诉我们梦想是可以实现的!!!!$这大概就是我们最向往的人吧![2233娘_大哭][2233娘_大哭]
itwoiteeu,保密,pulipuli良好的社区氛围需要大家一起维护！emojiemojiemojiemoji~emoji,黑青蛙你个哈皮看到了没？后悔不？晚了！
誰でも大好きOfficial,保密,噗哩噗哩个人认证：励志同时关注全宇宙智慧生命体的dd。感动世界dd榜1919届金d榜提名。,yagoo的偶像梦....实现了...
23456五羟基己醛,男,狗狗摸余我也摸鱼，懂？,神回我来了啊啊啊啊啊啊啊，要变成星姐gachi了啊啊啊啊啊啊啊
西行寺雪辉,男,干啥啥不行，炼铜第一名,此时icu内，一名hololive的社长开始跳舞
-RainTime-,保密,技术力提升中,以前yagoo跟我说hololive事偶像企划我不信，现在我就算被钉在棺材里，也要喊出：星街彗星是真的爱抖露！！！[打call][打call]
kkkkazuma,保密,,星姐真的很强啊，去年的这个时候还在咕咕咕呢，机会都是自己争取把握住的。啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊，变成gachi了。$噫hihihi（
Ansanna,保密,,12小时虚空榜一，865舰，那过几天星姐生日，再来个B限，是不是得千舰预备，再来个7天持续榜一呢[蛆音娘_滑稽][蛆音娘_滑稽]
逗逗逗逗逗逼啊,男,,其实星姐的爆发是必然的，这么努力拼搏的人谁不喜欢呢，只是缺少一个机会，大家都看在眼里的[打call][打call][打call][打call][打call]第一次舰长留给了星姐，毫不后悔
墨述之,男,holo单推人,8翻8轴4校对。赞美烤肉man[洛天依_打尻][洛天依_打尻]
中二患者一枚,男,这个人不神秘，他只是不知道该写什么,烤肉man的恩情在yagoo的偶像梦实现之前，我是不会忘的[热词系列_可以]
无笑enjoy,保密,,星姐世界第一！！！！！！！！！！！
-德克萨斯做的到吗,男,qwq,纯死人，以前一直听尸体说b站很好，今天进来诈尸了一个四级号，没想到刚一登进入就发现了这个vtb的视频，这个vtb的质量是我从没见过的高。没想到，在当今这个浮躁的社会，竟然还能有人沉下心来，单推了。
星街花园-Official,保密,噫hihihi，Hi!这里是一个纯正的猫猫和SUI酱单推人哦（大嘘） $SUI酱和猫猫今天也很可爱呢！,我是一个被星姐的歌声震撼了一次，又被她的故事震撼了一次，又被她的努力所迷倒的人，我也许不能帮助她什么，但我能一直为她应援，这也是大家的心愿吧$星咏者upup!sui酱upup!
RC红鹤,保密,,yagoo！你看见了吗！yagoo！你的梦要实现了！
我最爱陈sir了,男,,那一个小时，我取消了除星姐以外的所有vtb关注（点的真是累死了）
吸彗星大法,保密,,诸君，我不当dd啦[tv_微笑]
雅特丽希奴·伊古塞姆,女,铃果是DD，我也是DD,好多macross的歌，感动
亚洲铁头菇,男,沉迷游戏，日渐肿胀。,熟肉帮大忙了$昨晚本来为了改善视听体验用电脑看的，结果被满屏的弹幕礼物舰长卡成幻灯片[笑哭]$这gachi浓度实在是太高了，期待下次B限盛况
幽幽子大人,男,二次元是美好的，但是我不能逃避现实。,因为状态和音源还有麦的关系，昨晚只体现了星街一半的实力，有兴趣的请务必去听听星街以前的歌回。
激萌村支书,男,有能力的人必有一颗强大的内心,纯路人 偶像厨$星姐表现真的惊艳 其他VTB都是皮有加成的 但唯独星姐我更想看真人偶像出道(〜￣△￣)〜
薄恋樱,保密,你的眼睛很美，不适合流泪。,丑小鸭的故事结束了，接下来，是一代传奇的开始
千丿羽,女,我发誓要成为强者，即便谁也不对我有所期待。,蓝宝石的存在证明，感觉蜜汁符合
金猴澄玉宇,男,一千个人眼中有一千个阿姆雷特，但一万个人眼中也不会有一个哈利波特，除了nt$——鲁迅,yagoo为了这次演唱会真心是花了血本了，无论是是灯光还是布景都做的恰到好处，超大号的舞台反光的地板与简洁的大屏幕都恰合我心中偶像的形象。而且光效的渲染让星姐感觉整个人都闪闪发光，虽然太亮有些影响观感但也无伤大雅。星姐本人发挥的也相当不错$唯一拉垮的就是分镜了吧！不太灵活导致效果下降了不止一个档次，但也不妨碍我说一句“星姐是神！！！！！！！！！”
泽洛菟,男,良作狩猎！(･ ิv ･ิ)っkira⭐,恭喜ddd化
腹黑饭团,男,哦婆子这婆子木定呢人员物色破纪录,看不够啊啊啊啊啊！第一次觉得时间过得这么快！
看飞碟好吗,保密,,星姐这一路走来真的不容易。但相比于感叹星姐有对么不容易，我还是更喜欢看到星姐向着目标一往无前的身姿。谢谢你星姐，你教会了我什么是全力以赴，什么是坚韧不拔，什么是永不言弃。共勉！
一生只等我楪祈,女,My soul，your beats！,为什么看别的vtuber是觉得像自己的女朋友，看星姐觉得像自己的女儿啊[热词系列_知识增加]变成男妈妈了
不小心秃了头,男,,这3D质量太高了，holo这一年收获满满，还有suisui今天也很可爱yoooooo!!!!!!!!!!!!!
Tetral-M,保密,,就从lupinus和久远蓝看星姐live能激动到哭出来这点就可以看出她们三人感情多好，建议有能dd支持一下
小醉舞TLT,保密,默默地作一条咸鱼_(:D」∠)_,姐街在家抱着电脑哭了出来：suisei终于3D了！！！下次可以早点吃饭了吗？[酸了]
莫得莫得莫得莫,女,,加油啊！蓝发有点神经病的大姐姐！！[热词系列_AWSL]
贞是喜爱,保密,why so serious?,没人觉得这个黑指套配这个黑背景让星姐手看起来像只有两根手指嘛[doge][doge]
風之祭祀,男,信仰是为了虚幻之人,“我是在输，不是认输。”$“现在的我，已经不会再输。”$感谢星姐，感谢这一颗划开天际的蔚蓝奇迹。
一群乌鸦飞过,男,适度咸鱼有益健康，适度优化有益智商。粉丝群：542807318,努力的人就是这么闪耀[热词系列_这次一定]
圣晶石即正义,保密,,什么是国际vtb啊！
モスティマ_,男,今天应该变成谁呢,我说这是hololive目前最高技术力没人反驳吧[打call][打call][打call][打call]恭喜星姐！！！！！！
雪瑠璃,女,永遠上不去的lv4,大家都看得很high$可我一邊看一邊流淚$在404由星姐還沒萬人開始看到現在$淚根本停不下來
percipient,男,,这就叫虚空辉光舰吗
正在咸鱼的柒晓,男,摸鱼中....$,现在大家都是星之守护者了
如月伸展运动太郎,男,那么，答案就只有一个了！为京华献上忠诚！,昨天晚上太激动了睡觉睡不着，满脑子都是星姐的脸[热词系列_知识增加]
FoxMessenger,保密,RUSH！！！,不得不说，星姐的性格和她的过往经历让她发出光变得更加耀眼[tv_流泪]
有硬币就改名,保密,,3D披露(×)$个人演唱会(√)
HNT_Wings,保密,,holo哥！今天的早安holo！秋梨膏！[热词系列_知识增加]
Derits,男,,呐  yagoo也能安全出院了吧[热词系列_知识增加]$加油啊，坚持不懈为梦拼搏六边形属性打块无敌的蓝发爱抖露suisei酱[热词系列_奥力给][热词系列_AWSL]
-谢拉-,男,(๑˙ー˙๑),昨天的直播让我的背包对了几百包辣条[微笑]
空白晨疚之人,保密,,什么叫世界第一啊！什么叫800+人星河舰队啊！（后仰）[tv_点赞]
仙剑星魂,保密,https://youtu.be/iCYTM4AEkxg,当初拒绝的公司也配不上星姐！
9bisi,保密,批里批里淦呗,加油啊，胸部贴图错误的神经病大姐姐
南小鸟官方正版老公,男,“若你摘得小小的星星，你将得到小小的幸福。若你摘得大大的星星，你将得到大大的财富。若两者都能摘得，你将得到永远的愿望。”,草，上B站热搜了
墙缝里的钥匙,保密,,看一段暂停一会儿，跑出去透口气kimo笑一会儿再回来继续......$我速效救心丸呢！？
郁羽幻灭,男,目标是做只属于平四的评论区up主！,yagoo扛着ICU跑了！
北子北子北子北,保密,小心二次元,我是个只会噫hihihihihi的傻子
泷小龙Sumer,男,真香,苦尽甘来啊
风寻霜,男,,3月1日，（哦，早就2号了）$彗星☄️☄️落地，$B站奇观，$下播后还12h霸榜（不断轮播的话）（房管睡觉警告，关轮播），$持续虚空榜一（红红红红红红红红红红），$轮播赚钱室，$虚空舰队，$一天15W，$演起来了，大家都演high了[捂脸][捂脸][捂脸]$（果然有什么样的V就有什么样的推）$这就是神经病院吗？我进来了。
BEANS-页岩,男,我不怕千万人阻挡，只怕自己投降,宝藏开始发光了
zjrxk的尚某人,保密,这个人懒死了，懒死了，死了，了。,星姐真的很努力，能坚持下来真是太好了，努力的人一定会成功的！$慧酱今天也很可爱呢！！
-布束砥信-,保密,星街すいせい单推,昨天的星际舰队真的吓到我了[tv_笑哭]，本来以为有上次b限的程度就不错了，结果翻了两番
囧团子,男,o(╯□╰)o,庆贺吧！闪耀的彗星诞生了！！！[热词系列_锤]
freeze_DD,保密,"DD也就图一乐,我图一乐。",8嗦了，这都是星姐努力的回报。$开播前还担心效果不够好，多疑了呀，努力的人定会成功。
-榛名-,保密,知性病患者ヾ(❀╹◡╹)ﾉ~,yagoo特效药
冰霜羽,保密,,昨晚没有anti，只有gachi
幕末尘埃,保密,,3D打块什么时候能来一个[doge]
红月圭,女,かのは最高だ！！！！！小鹿包万岁！,星街彗星，永远的神！！
DebiKing,保密,只是个手残的非提罢了,呜呜呜，yagoo你看到吗？这个偶像，闪闪发光啊！
darkdark快递,男,去年拖更至今,我真的一根辣条也吃不下了[tv_流泪]
佐恩马克兔,男,节操已死有事烧纸,yagoo的病有救了[tv_大哭]
六千零八丶,男,我是在输，不是认输,一个小时  我想看见这视频在首页，各位有意见吗[tv_调侃]
神枪李书文丶,男,,这就是努力的回报，今晚她就是最闪耀的那颗星！！！！我永远都是她的单推人！！！！！！！传奇的夜晚，传奇的故事，星姐牛逼[打call][打call][打call][打call]
Mr-Aqua,保密,？,星之原石终究会发光[跪了]
幸运的凛大人,女,狗妈suki单推 我是单推 狗妈suki我,星姐 永远滴神
逐水啊,保密,,[大哭]看完要从原本的马自立单推人变成神经病组双推人了
双子の悲伤,男,nogizaka,星咏者的实力不过如此呢！发布3个半小时还不到10W点击$$你们虚空榜1的实力呢？难不成都去睡觉了？[笑哭]
YukiyoZ,男,本人叫 雪夜，臭DD一个（单推阿妈），喜欢东舰L等很多很多的番剧和漫画，喜欢手绘，emmmmm，就这样~,2020年3月1日。$一个叫星街彗星的人。$一小时，$粉丝数增长10246人（13.3w→14.3w）。$下班后持续增长至14.6w$人气260w。互动人数1.6w（4145人付费）$碾压榜二1.8亿金瓜子（2.2亿→0.4亿）$YouTube实时观看5.3w人$773舰长。（下播后继续刷榜至800+）$$星街彗星，$永远的神。$$一夜之间800舰，人气B站第一，日本第一，世界第一（指推特热搜），不是B限，胜似B限，虚空打钱，载入史册，一个小时，一段历史。$$这种奇迹被业内人士称为“偶像”，俗称“彗星撞地球”
白石咲夜先生,女,我DD，你DD。画画？不一定，即使想画半道也放弃，懂？心情好了可能能画完……大概……,可是INNK……不是有两个人吗（永远被遗忘的某人）[doge]
单挑黑白角龙,男,单推人,希望各位粉丝保持冷静，不要无端虚空霸榜，b圈不是饭圈。大家想表达心意大可在星姐有播的时候，请大家自觉维护v圈和谐生态。[热词系列_知识增加]
壹团烟火,保密,主推祭妹  夏吹党  网易云：壹團煙火（会收录祭妹的歌）$低能联盟成员$【若不是真心喜欢，又有谁想去当DD呢】,真有够快的[OK]
并没有什么银魂用,男,接触中文的外国友人，逐渐沙雕网友化_(:з」∠)_,有一说一，音质真不咋地，花丸和小东前段时间那个合作B限音质都比星姐这次3D音质好，绝了。
献祭欧皇我能偷渡,保密,欧洲人你过来！我给你加个BUFF！,0：16播放222871 $0：17播放222927 $0：18播放222982 $0：19播放223035$0：20播放223088$我好像明白了什么。。。。。
我单推Hololive啊啊啊啊,保密,月下！awsl,所以，yagoo抽到空妈这张新手保底之后，终于抽到星姐这张卡池保底了吗！
虐猫狂人薜定谔,保密,快乐就完事咯,u1s1，好像hololive目前所以的3d披露都没有这次策划的这么精致豪华用心，星姐真的太励志了
zzZ也咲,保密,我永远喜欢（神楽）FKBdaisuki,忽然想到，她同事的3D披露都是搞笑大会--
丽兹与青鸟,保密,,如此流畅的3D live，看了太多其他各种传统艺能之后，着实有被惊艳到，动捕技术这东西，技术不是大问题，关键就是要舍得砸钱去烧设备资源，Holo还是很舍得的，当然，星姐本身的实力也配得上这样的投资，算是1+1大于2的好结果了
风前雨末,保密,请多指教～～,yysy，我怀疑yagoo抽卡就没沉过[笑哭]，不然咋会抽到星姐这个SSR啊。
诸事捻稻,保密,路过的无聊人士。,纯路人，看到首页推送戳进来，一下子就粉上了，这个小姐姐唱歌好有力量！
若非孤岛孤非若,男,我的心电图跳出了镰刀锤的形状,星姐这身，手套，长短袜，背后的缎带都加分不少，实在太加偶像气质了
今夜訪れた彗星,女,拉邦结派的长颈鹿是也!$よろしくお願いします。∠(｀ω´*),今夜彗星降临，照亮了世界也照亮了我的心☄️☄️☄️☄️☄️☄️☄️☄️[tv_大哭][tv_大哭][tv_大哭]
NITROoo,女,,すいちゃんは——————————？
汤芍ChIuops,保密,朋友你走错地方了,看到星姐走到今天真的很高兴
小吉炖丘比,保密,,加油啊，有点大姐姐的蓝发深井冰[支持]
薄恋樱,保密,你的眼睛很美，不适合流泪。,七条弹幕吓我一跳，我以为星姐说了啥不让说的锁弹幕了[笑哭]
卡斯特01,保密,无,弹幕清了……遗憾啊
桐生丶战兔哒,保密,百年老字号，万年老中医,YAGOO从重症监护室里跑出来状若疯魔般的边哭边笑着说 我中了！我中了！[doge][doge]
君子之莲,保密,,yagoo：我的偶像梦，步入正规了呢！（指三个偶像了）
千番斩の宅男,男,,播放数超过粉丝数了，我可以认为每个人至少都看了一遍对吧？你们是越共吗[doge]
Doge47君,男,希望我可以变得欧起来,神推登上武道馆我就死而无憾！！
卡佩克恩,男,٩(๑❛ᴗ❛๑)و大学备考中... 考完就更新,曾经我无法理解那些追星的前辈，如今我终能领会到他们内心的执着
奶酪才不萌粽哥,男,露西娅本命！阿夸和小狐狸也喜欢，才不是DD！！,i了i了，才关注没多久，本来以为彗星只有打块厉害呢
給爺笑,保密,這个人什么都沒寫,等等....所以星姐是在戴了全身3D动捕的情況下跳舞的！？（這得有多累....
白夕夕夕夕夕夕夕夕夕,保密,〜(￣△￣〜) (〜￣△￣)〜,恭 喜 星 姐 16 万！！！！！！！！
咳雪佳,男,٩(●´৺`●)૭٩(●´৺`●)و,这就是让我一个小时白嫖1000辣条的女人吗？爱了爱了。
寒血舞,男,,梦开始的地方
花汪花汪,男,DD哒！,《关于我推的偶像是神经病却更加让我欲罢不能这件事》
狐狸狼祭天涯,保密,吼啦迷迭吼啦哟～人不吃药就会死哒！会死翘翘哒￣へ￣,不是我跟大家吹牛B，她值这个趋势第一
帝都猫,女,生活就是喵呜嗷~,星星唱歌时，yagoo：我培养的是akb48$星星聊天时，yagoo：去吧降压药拿来。$星星：俺得坐到地上歇会儿，又唱又跳，俺全身是汗，黏糊糊的！$Yagoo:乀(ˉεˉ乀)[tv_吐血]噗！
单任言丿灬,保密,林深泉涌现白鹿，凌霄殿上醉伊人。,路转粉的dd[doge]
苏季的黑色,男,这个人很勤奋，什么都留下了,yagoo掀翻了自己的病床
流澄星,男,谢谢你们，带给我一生中最重要的感动！ &mu;&#39;sic forever!,举报了，盯上相似推荐第一那个视频半个小时了，星姐一直不放我走，非要让我听完[2233娘_大哭]
主人我的头很舒服的啦,保密,她停止了呼吸.....$（最强白嫖怪  每次看视频都要退出账号来看视频   嘻嘻嘻  播放量不给你涨  三连什么的就更不用说了  但我没有）,来了来了
不色盲的狗,男,愿你心如花木,sui酱的两个好朋友同步视听哭的稀里哗啦
屳屳,保密,,"一开始紧张了 但是调整之后渐入佳境 （￣▽￣）这是一场饱尝各种困苦而不放弃梦想的新星想要在这种曾经想都不敢想的大舞台上尽情展现自我的live, 她想要好好把握住这千载难逢的机会, 我们不能要求她像身经百战的歌坛大佬那样从容.开始的这份紧张是多么真实.唱功回稳之后的歌声中所传递出的情感也使live的气氛推向了高潮.所以请不要因为一开始的走调而关闭这个视频.再观赏一下可能就会有新的感受了."
罗斯小火箭,保密,,真正的纯路人，看到榜一点了进去，被星际舰队震撼到了，看完直播再去了解了下星姐，是个各种意义上的偶像[热词系列_知识增加]
MDzzBG,男,三分之七$$$如果无人寻诉，我或许有些帮助。,不要展示3d模型，展示自己。
德哈琳对席丽雅说,男,你昨晚真棒！,相关视频都是打块的真实[滑稽]
Viggen618,保密,节操可以丢地上 但是不能丢海里,别人推的偶像笑：哈哈哈哈哈$我们推的偶像笑：噫hihihihi$$别的vtb在可爱的直播间背景里念sc$我们的vtb在垃圾桶里念sc时不时还去砸玻璃
黄昏-雨-咖啡和你,保密,只是一个平凡的普通人…,以下是真实情况：$歌回了，[热词系列_AWSL][热词系列_吹爆][打call][打call][打call]$唉？歌回结束了？哦，那就继续戴上我心爱的anti头套[吃瓜]
纯洁的兔牙,男,哦嚯~！（低技术力）  群：246113977,我呀 果然喜欢着蓝色
黄昏-雨-咖啡和你,保密,只是一个平凡的普通人…,犬山哥的梦想被星姐实现了[笑哭]
倒挂在树上的猫汁君王,女,昼夜苦短。何不秉烛夜游？,才知道昨晚原来众大佬们在硬刚404的SC。小破站虚空对线404。tql！！不禁发出了噫xixixixixi的笑声[热词系列_奥力给]
御坂紫音,保密,今天又是当dd的一天。当了dd后，硬币都不够用了。,别人的3D揭露是整活，星姐这是个人演唱会
曲奇yo,男,老年人、老DD了。,26:45 麦克风部分提到的亲友：$设计：ルピナス(Lupinus) 推特@Lupinus_xxx$模型：久遠 藍(くおん らん) 推特@vy_ran_$顺着推特找到油管频道，有两人的彗星3d同时视听会，エモい.$有条件可以去看看顺便关注一下。
あめかくNT-D,男,什么东西都懂一点$主要在c圈，老透明了,《从一颗六等星到最闪耀的传说》
装完逼就跑真次姬0v0,保密,^q^【在成为任何人之前；你得先成为你自己。】(^)o(^)b,"全程live也太强了吧。。。$可能是我才疏学浅，3D披露会上全程live的，星姐应该是独此一家吧？（疑问句）$其它V都会做点其他事情，摄影会啊请同事来什么的。$太强了是真正的偶像。"
我永远单推星街彗星,男,,星街彗星天下第一！！！星姐是天！！！！！！！！
NPC主角,保密,一条喜爱爬宠的咸鱼$主玩蛇类,我们星咏者在这62分钟内都是gachi了
一般路过星咏者,男,单推人,死而无憾（升天
YAGOO-0fficial,保密,,这个模型$holo其它的爱抖露（笑）都快馋哭了啊[吃瓜][吃瓜]
若梦踏空,保密,理性思考（❌）$放弃思考（✔）,昨晚没能第一时间赶到真的是亏爆了[热词系列_我哭了]
若非孤岛孤非若,男,我的心电图跳出了镰刀锤的形状,悲报：38：04此处星姐的胸穿模了，不愧是A~
李普通Game,保密,一个普通的人,即使从来没看过星街的人来看，也会喜欢上舞台上的她吧。$（没错就是我）
霜焰凋零,男,我老婆真棒,我怀疑她私下里准备好几年了$[蛆音娘_滑稽]$所以才这么棒[蛆音娘_大笑]$$不愧是我老婆$[蛆音娘_卖萌]
星姐suki,保密,,是彗星来的那一夜，芜湖！
TSSWS,男,,星姐666，祝早日实现梦想
易水流枫,男,此心光明，亦复何言。 LLer双leader推，邦邦人，t7s新晋支废人，lol本命烬，fgo手动代肝有意私聊,左星姐，右空妈，中间一个小狐狸，yagoo最强降压药[doge]
全村最好的神恩,保密,,我对于自己所能做到的事，已不再迷茫！谢谢你，星姐。
狮子庶,男,,感谢各man！
霓猸黼,保密,,星姐左手中指没捕捉到，模型调试和staff出来挨打
笹木桜,保密,先輩!好きッス,加油啊，神经病大姐姐
柒各Q1,男,lol：支持blg，喜欢白泽和梦妖；v：推沙月和aqua,收藏居然还没破万（？）是我没刷新嘛
artories,男,大家都变得温柔就好了。,救命 要变成gachi了
湊阿库娅大天使,保密,"UIUC心理系在读,不定期更新达伦布朗真人秀及其他油管视频",来了来了，没赶上直播，只能打个虚空sc以表慰藉。星姐好起来了，可喜可贺可喜可贺。
从零开始单推猫又小粥,男,我就是我，不一样的13,星姐！努力终会有回报的！
铁锅炖兔狲,男,这个人帅屎了，什么都没有写╮(￣▽￣)╭,刚盗的b站号，这就是传说中的虚拟偶像么？i了i了[热词系列_知识增加]
慵懒症候群,男,酔い潰せ,神回i了
SA我恋自立,保密,,想让拒绝我的公司后悔 by星姐$av78875613
闭空空,保密,想与你手牵手走下去，就像这样，无论几次我都会呼喊你的名字。——废怯少女闭空空,感谢烤肉组$这份。。。。。这份什么来着？$嘻嘻嘻骗你的，烤肉组，这份恩情我永远不会忘的！
速水奏奏奏奏奏,男,我从出生起就单推夜雾Yogiri啦,是Hotel Moonside啊啊啊啊啊啊啊啊啊啊啊啊啊啊$奏p死了啊啊啊啊啊啊啊啊啊啊啊啊啊
风之翼神,保密,阿宅一个,Yagoo这回真出院了[热词系列_知识增加]
存在于此,保密,,这就是holo爱抖的未来吗，yagoo安心地闭上了眼
逆熵重工科研中心,男,傻一点，乐趣多一点,不仅仅是偶像，更是榜样！
苇草樱,男,一中第一小焰厨,她在闪闪发光啊
大兄dei传火不,男,,星姐3d了，也该进沙雕小剧场了吧
魔法少女_远坂凛,保密,我们秋名山没有车神,为美好的姐街献上祝福！
kkbok,保密,让我康康！,我还以为21分钟后正片
我出生就单推星姐了,男,别问问就是单推星街彗星,今天也很可爱呐
白上悠,保密,这个人懒死了，什么都不想写(´-ι_-｀),sui酱才不是双A！sui酱今天也很可爱！[热词系列_吹爆]
杯具の洛洛,保密,只爱诗墨~~~一辈子都爱她,满天的  $ 繁星都为之暗淡    $光彩夺目熠熠生辉 $ 像是要忘却万物一般  $ 在这舞台上$  献给你  $ 今夜难以入眠 $ 心潮澎湃百感交集   $还请你要注视着我 $ 彗星starlight！$$喝着酒看完星姐个人演唱会，又把星姐的两首个人曲重新听了好几遍…没忍住泪水…一直听到半夜很晚直到手机都没电了才睡……真的…太棒了[大哭]
光辉女郎-拉克丝,男,新建的一个群，可以的话可以加一下   533139557,这次星姐的3d真的真的不错，昨天刚进直播间我还想星姐直播间怎么还播真人的演唱会了[笑哭][笑哭][笑哭][笑哭]
藏芳lzf,男,活在动态区的十八线画画man$哔站、微博、p站、推、网易云均同名:藏芳(或藏芳lzf)$dd一时爽，一直dd一直爽,行星发动机烤肉suki
DD保护协会Official,男,喜欢动漫，游戏和vtb，节能主义者，一个有梦想的宅~,星姐，永远滴神！[打call]什么叫国际航海家，其他人做得到吗？（战术后仰）[doge]
唐风奈良,男,请静下心   孤独前行   ,yagoo！！！！！你看到了吗！！！星姐NB！！！你的偶像梦还没有终结啊！
仰慕星天,保密,喜欢某英国名菜，是消灭来打的奥特曼，开位御主，灵子转移到碧蓝航线、格里芬做指挥官，做清洁工时学会了空中劈叉，有罗德岛公主岛空中花园还下过地府,[热词系列_镇站之宝]粉丝和字幕组已经是星姐样子了，疯一样地上舰疯一样地烤肉（纯褒义）算见识到【彗星】的力量了，星咏者的星际舰队，恐怖如斯（目标一千舰，加油）[热词系列_这次一定]
某人的蓝白胖次,保密,这个人一点都不懒，但是他什么都没写(/&omega;＼),yagoo突然就站了起来
夏色祭空气净化器,男,单推狗妈  dd其他,大家快去直播间看b限  已经播了十几个小时了  同传man太强了（）
红豆泥和黄豆粉,男,,这gachi浓度也太高了吧
Diphyliaの阿绫,保密,Diphylia所属画师阿绫。喜欢钻研新的东西。,yagoo终于可以从icu出来了
闪耀着的彗星,保密,今天也是开心的一天呢,sui酱嘛～今日もかわいい！！！！
涅普奇诺,男,汪,我要向人类传播这希望的影像
こい-あい,保密,这个人很懒，所以什么都没有写,迷迭迷迭yagoo桑，idol打哟[2233娘_大笑]
幕末尘埃,保密,,作为星姐的老粉，能看到星姐的3d，实在是感慨万分[tv_点赞]
清雨落红尘,男,自古七八出福利，旅游泳装夏日祭$自古OP九十秒，从左到右刚刚好。,星姐:我想让那些拒绝我的公司后悔[热词系列_锤]
优雅的海风,男,,字幕组！这份恩情直到阿床3D为止我都不会忘记的！
企鹅押运员一德克萨斯,男,一只阿宅，无钱无灵感,多少个小时的榜一了……真的就星咏者人均石油佬！？
尼克汀,男,新作近期出，是星姐的，是星姐的，是星姐的，重要的话说三遍,多余的话已不必再赘述了，请欣赏她此刻闪耀的身姿吧
一般通过的神樂sama,男,起风了，唯有努力生存,感谢烤肉man，这恩情我1个小时内是不会忘记的
战场原零,保密,変わるのさ、終わるのさ、肯定。,卡的是真的久
五等分的DD,保密,,这审核真久啊 等了大半天
EXか★冷眸,男,有时候喜欢触景生情即兴发挥,法 兰 西 舰 队
无XD,保密,我要吃药～,从第二首开始，这个现场实力真的蛮可怕的……根本完全超出一般小偶像的水平了，从头稳到尾，台风也很好，已经很专业歌手了。$$说到这里又不禁想质问一下VTB业界的HR都是什么水平了。这么强的人能到处被拒也是让人想不到，能进Holo甚至有九成九要归功于suisei自身的坚持，真的就全是草台班子。
