name,sex,sign,content
Haliwing,保密,这个人很懒什么也没有写啊喵～～,すいちゃん今日もかわいい（実はかっこいい）！！
水无月鑫,男,风无法吹折我的腰，只会让我的浪更高。雨无法打哭我的脸，只会让我的笑更骚。,传说中的银河舰队
凰泽潇月,男,,星姐，永远滴神（经）[喜欢]
皮兔团,男,？！,众星因你而降！$努力终于得到了回报！作为真正的励志偶像，星姐未来也要继续加油啊！
微墨本墨,男,不会跳舞cos的画手不是好画手,虚空传送过来了
月下吹火,保密,夏色吹雪天下第一！,此live已成为传说[打call]
如梦ア,女,see,激光烤肉啊
圣心-耀,男,加油啊，有点神经质的蓝发平胸大姐姐,gachi们一人看十遍，我先来
いずみI紗霧,保密,来自风平浪静的明天。$做自己喜欢的事情就好了吧。,激光烤肉[打call][打call][打call]
司马老贼日记,保密,,烤肉man的这………诶，我想说什么来着
鱼玉遇玉鱼,男,变成星姐的形状了,我要把它刷到百万播放[热词系列_锤]
我系单推不系DD,保密,,彗星☄烤肉啊
苏洛Surro,保密,洛音沧澜起，天歌万灵依。,我永远单推星姐！！！[打call][热词系列_AWSL][打call]
MerisMeredith,男,hololive箱推人不请自来,3.22星姐生日，我生日和星姐差四天，我和日历贴贴[tv_doge]
微墨本墨,男,不会跳舞cos的画手不是好画手,来了来了，蹲到了
善良甜食恶人巴尔尔,保密,,！！！！！！！！！
无笑enjoy,保密,,彗星☄️烤肉速度
囹圄之间一息苟存,男,,今天的彗酱也很可爱！！！！！
Now-goon,保密,努力的人应该得到成功,单推人来辣[doge]
最终胜利夏色祭,男,那么答案只有一个了，我要成为不停单推的DD,激光太🐂了
不回头的南山,保密,笑着的不一定是脸，对吧？,终于来了！！！！超级感动，昨天简直就是传说，sui酱今天也很可爱！！！！[打call][打call][打call]
Myself彡,男,桐人是我装逼的对象，saber是我战斗的榜样，,六  等  星  之  夜
心安儿,保密,这个人是个dd,来了！！！！！！！！！！！！！
烬与尘,男,梦里彷徨独登楼，望得一江春水，恰似一心愁。难解，难解，何时向东流？,真正的偶像[喜欢]
机甲狂CRAZY_IRON,男,干啥啥不行的全才$杂谈请加121569524（说明您哪来的）$合作（我在想peach）也加这个,那一晚，我们都是星姐gachi
全部成为777,保密,箱推辣鸡美工( ´_ゝ｀),加油啊大姐姐！！！
神乐MeuOfficial,男,哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,星咏者，永远滴神！！！
Mobile-Sheep,保密,表面是DD，其实我是单推，这只有我和看到这个的你知道哦~,传说中的live
Ninja_Aqua,男,,星姐！！！！
赤のスティーヴ,保密,箱推Overidea，那夜我们都是谢拉单腿人$$$$现在绝赞单推学院长(ಡωಡ),星姐，永远的神[打call][打call][打call]
FBK的单推man,男,自从遇见你，我的世界便有了色彩,今日もかわいい！！！！
名字要阳光ya,男,这个人并不懒,来了来了
清歌家的玛修,保密,,感谢烤肉man，我。。要说啥来着
白图策,保密,我有72变，现在轮到变鸽子,字幕组牛逼！！8翻8轴4校-激光烤肉！[热词系列_吹爆]
仰望彗星光芒,保密,花吻色的祝福,来了来了，在直播间疯了一晚上终于有药了[热词系列_我哭了]
本命LUHAN,男,,今日もかわいい！
嗜血灬幽冥之殇,保密,,啊哩啊豆
三月雨peko,保密,灿烂的阳光背后，隐藏的却是无尽的黑暗！,这份恩情我永远不会忘记
繁花惊寒月,保密,诸事安顺.,来了！
狼王灬拜月,保密,今天我也是一个单推人呢！,冲啊！星姐！沿着彗星的轨迹！你是最闪亮的那个！直到梦想的尽头！[打call][打call][打call]
竜が我が敌を喰らう丶,保密,,宇宙舰队它来了
裸鲤V,保密,- Caught up in your smile. ,第二个千人舰队
零音劫,男,我会回来的,YAGOO你看见了吗[大哭]
SR-seth-rollins,保密,burn it down,审核终于过了
夏色马自立单推人,女,我永远喜欢夏色祭. jpg  PekoMiko贴贴  游戏宅 ARK废人 R6 OW 舰B,来了来了
晓辉映月,保密,默默努力，会有翻身的那一天的！,星姐星姐啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊[tv_流鼻血][tv_流鼻血][tv_流鼻血]
星宇恒qwq,男,,星街真正的爱抖露
白上フブキOfficaI,女,,彗星NB！！！
-Avantasia-,女,有酒莫辞今日醉，醉来好逐暮鸦归,表白蓝发大姐姐！
看穿一半的沼跃鱼,男,,啊啊啊来了来了
阿伟死了哦,保密,$“你之所以在黑暗中负重前行，是因为有人在阳光下尸位素餐”,草$刚发了个等烤肉它就来了
空无无天,保密,,烤肉man！！！！！太感谢了！！！！！
hosimati,保密,我永远单推星街,真的live，真的偶像
宫本夏凌,女, (●'◡'●)ﾉ你好！这里是一只励志成为清楚系的可爱✓大猫猫ฅ。妈妈@松果FManga,来了！！！！！！！
米筋全湿,男,只要你单推米津玄师，那我们就是兄弟了！,转生！
上昇気流lv5,保密,,来了来了！！！！！
纯白学家云洛,保密,,来了！
柚子不幼_,保密,一个死腐宅( ´◔ ‸◔`),来了
支付8000点发动,保密,┐(´-｀)┌,看来各位比起整活，对能歌善舞的传统偶像更喜欢。
北舒x,保密,,当时sc版聊是因为yagoo出了钱（icu的钱，因为不用救了），让我们打给星姐体现出排面的，不然dd哪里有这么多钱，所以当时不管打多少都是免费的
伝说の闇の魔导师,保密,全B站最佛系的LV.6,我觉得星姐可能是hololive里唯一一个拥有偶像梦并一直向着梦想前进的vtb，太强了
奥帝努斯-酱,保密,,以后星姐世界第一不再只是口号了！！！
月镰,男,时如水去而不返。忆如酒醇而飘香。,躺着切频道的YAGOO。【星姐正在唱歌】$YAGOO一拍病床跃然而起！“我就说嘛！这个蓝头发的！”【唱完歌开始说话的星姐】$“是个神经病……”YAGOO摔倒在病床上。
嫌疑人邺某,保密,没必要,噫hihi1551
我会永远喜欢三玖的,男,,怎么评论区里面好多人后面都跟着“舰长”两个字啊？[滑稽]
钢破烂爱好者,男,高达挺立于大地之上！,每日一刷
戍守心,保密,谁终将声震人间，必长久深自缄默。谁终将点燃闪电，必长久如浮云漂泊。,可惜弹幕池限制，弹幕量没有直播时的震撼。
柚子甜h,保密,,加油啊，只有四根手指的大姐姐
干了这扎拉菲,保密,,好看
珈爱琉,保密,,震撼！[打call][打call]
守酱_Dr_B0_卡尔帝院长,保密,(●´∇｀●)想和大家成为朋友,（￣▽￣）
黑仪のstaple,女,爱死这破站了,星姐我爱你啊啊啊!!
AshleyCry,保密,,这bgm声音调的太小了
i6288,男,你虽为人类，却不习惯于在人群中随波逐流。,suki！
浅羽夜橙,男,,彗酱今天也很可爱！！！
芙拉蒂蕾娜丶米利杰,保密,ランランララン～アイランジャ～戦え愛を守るため～今だ！合体だ！セツナ！リンネ！,日常1遍以上，没救了
菜碗子,男,这个人填了简介啊~~~,日常一刷
军姬我老婆2333,男,,星姐tql
爱吃芝士的JK同学,保密,一般佐仓绫音厨、一般社科读者、一般Minecraft玩家、一般vtuberDD、我姓名一般预备社员,首页！
江水雪风,保密,,赞美烤肉man
探险家lwy,男,,所有注意力都被手指吸引[笑哭]
我已无语w,男,与其感慨路难行，不如马上出发。Better to run than curse the road.,我有种预感。有一天会有个叫回看的东西，然后星姐自己看自己然后害羞到爆。。。
Mr_步,保密,,每天一遍
白色底纹,男,给予我的两个选择我会选择我全都要！,来玩了抱歉，但是星姐赛高
林夕童子,保密,嚼栗ing,星姐有的真的都是gachi粉啊…………
kkkiettt,保密,浪的抠脚,蓝头发的大姐姐！！！加油啊啊啊！！！！
偏偏菌子乎,保密,我永远喜欢卷卷,爱了爱了[妙啊]
优子优子优,女, ❀.ฅ(=´▽`=)ฅ❀.,小 心 星 咏 者[doge]
一只小鞠骑,保密,,[委屈][滑稽][大哭]
千穗様の犬,保密,,這是戀愛的感覺
甚至有猫饼,男,utc,这是开始
枣仙_,女,躲的起~,果然谁都喜欢灰姑娘变成公主的故事啊
我快要看哭了,保密,不住B站，想起来的时候随便看看,哇，当时看av58199201的时候，星姐说还是公开招募落选后私信再面之后过的，按她的说法她被众多事务所二面落选，她的目标实现了啊(´；ω；`)明明d了很久，却现在才关注，dd失格，真的，我快要看哭了
西安市精神病院张院长,男,来看病吗,可惜最后没有噫hihihi
bili_爱啃菠萝,男,思考骚操作中。。。,[热词系列_知识增加][热词系列_可以]
威斯东先生,保密,,这就是偶像吗[打call]
千穗様の犬,保密,,现在开始推这个偶像会不会太晚？
顾斡恺,保密,我说的问心怕什么无愧单推？！,加油啊！蓝头发的大姐姐！
⑨的前尘往事,男, ,这技术力太恐怖了 [打call][打call][打call]
saber最帅,男,,下次我要听可曾记可爱[蛆音娘_偷看]
死んぢゃってくれ,保密,,⭐姐我跟你说你就是这条gai最亮的星星⭐
SCP1752,保密,享受各种各样的事情，苦恼各种各样的事情，见识各种各样的事情，但那是我们的未来啊。,星姐！！！[打call][打call][打call][打call][打call]
勿子念,保密,,[打call][打call][打call][打call][打call]
别想了睡吧,男,,星姐冲鸭[打call][打call][打call]
san澪漪,保密,过一个SC,爱抖露之光啊
红色有角仨倍速,男,猎馬人,被限了[无语]
十连的代价,保密,,恭喜ddd化
忠笙君,保密,孤独的补番机器,呜哇哇，星姐不容易啊！
天青色の穹光,男,乐园？乐园不存在于此...,谢谢，这就是被救赎般的感觉吗？想流泪却又露出了笑容
奶奶人欧阳,女,新野家夫婿（小林爱香天下第一）,无    敌    舰    队
魔法少年-梅林,保密,从前有个魔仙堡 ，有个梅林不得了,这一天终于来了吗？！
LaYc7,男,啦啦啦,刚来B站听马裤螺丝的，这就是传说中的虚拟偶像吗，爱了爱了
神性的滑稽,男,233333,电脑端首页通知书
Mr_步,保密,,终于不锁弹幕了
墨殇丶离歌,保密,疑是梦里千百转，回首已是梦中人,在刻了在刻了，已经逆转录了(
zzZ也咲,保密,我永远喜欢（神楽）FKBdaisuki,这3D质量相比之下--怎么这么强--
YK,保密,,没GET到点……大家这么狂热的么，我就看看……
星雪飘,保密,喵啦！,感谢烤肉man！！！（当天因为学习错过了！！！QAQ）
堇恒翼天,男,,yagoo圆梦了！！！
罗德hard,保密,故余与同社诸君子，哀斯墓之徒有其石也，而为之记，亦以明死生之大，匹夫之有重于社稷也。,同接man直播结束后一手轮播就nm离谱[热词系列_不愧是你]
比亞太,保密,牙床你好厉害！,所以说我对努力的人是真的没有办法不去喜欢啊。
狩沢エリカOfficial,保密,,虽然歌不错..星姐也可爱..但是$这四根手指怎么看怎么生草[少前小剧场_哭]
法兰灵魂舞者,男,,holo，v圈滴神！[打call][打call]
九针果汁,男,真是细啊,呜呜呜呜，yagoo的偶像梦终于不是空妈一个人撑起了，我的青春回来了[委屈]
寒曦易笙,保密,LLer，东方众，声优厨，单推人$,居然两万弹幕了[热词系列_知识增加]
卧虫低伏,男,不输给任何人,不能缓存？
erukaaa,保密,holo箱推…！！！！！http://www.weibo.com/1701777263,突然两万弹幕，纯度好高[热词系列_知识增加]
瑞歌ReiTa,男,,龙皇之后接着是彗星，hololive，永远滴神[热词系列_AWSL]
看视频记得关弹幕,男,,星街彗星的视频两万弹幕[妙啊]有丶恐怖。。
ひととおりの宝物,保密,,此刻，亿万星光汇聚于你[热词系列_吹爆]
老田捡肥皂,男,,已经上首页推荐了！慧酱加油！☄☄☄☄☄☄☄☄
slooking,保密,,"one,two,kiss,kiss[爱心]"
萌新型Fuze,男,洛天依是我老婆！！！！_(:з」∠)_,弹幕又回来了？[少前小剧场_呆]
神楽咩咩大好き,男,人之初性本D，誰でも大好き！,吓一跳以为弹幕没了
薄恋樱,保密,你的眼睛很美，不适合流泪。,弹幕呢。。。
我的玩具第一,保密,职业搭车、捡漏、卖队友，副职开车、发卡、滚床单,弹幕被清了[无语]
里奥梅鑫,男,,这和我认识的HOLOLIVE不一样啊？i了i了
Gay火龙,保密,CG窝：天羽shine【自闭中，awa】,👴来啦，小深井冰想👴没？
拉普拉斯妖-凛fam,保密,彩虹社加油，凛姐最棒~,星姐~~~~
南极企鹅嘴里的鱼,男,非洲老咸鱼,为什么我只看到了四根手指头。。。
白梦真君,保密,。。 ,yagoo：什么嘛，我这找人不是挺准的吗。
ボロボロOfficial,男,ﾅｽﾞｪﾐﾃﾙﾝﾃﾞｨｽ!! ｵﾝﾄﾞｩﾙﾙﾗｷﾞｯﾀﾝﾃﾞｨｽｶｰ!!,星姐冲啊啊啊啊啊啊啊啊啊
炎焕,男,我从出生起就开始单推花園セレナ了,星姐太棒啦 请收下我人生中第一个sc[打call][打call][打call][打call]
紫月紫月紫,保密,登登！人生重来枪！,这就是无敌吗
哈洛索_HaloSense,保密,暂时隐退中,感谢烤肉man，这份$$zzZ$$纯路人，刚来b站，这就是你们说的虚拟偶像吗，i了i了
内容过于刺激,保密,这个人很懒，什么也没留下。,新人第一次认识vtb，爱了
Bloodydesire,男,今日は风が騒がしいな,彗星，永远滴神
某某こ,保密,,锁弹幕数可还行....我怎么记得时长差不多的夏色吹雪联动弹幕数就1万以上了，到底什么因素决定弹幕上限
ボロボロOfficial,男,ﾅｽﾞｪﾐﾃﾙﾝﾃﾞｨｽ!! ｵﾝﾄﾞｩﾙﾙﾗｷﾞｯﾀﾝﾃﾞｨｽｶｰ!!,ohhhhhhhh
与天争锋LZ,男,,百万打光
菲特泰斯泰罗莎,保密,嘛本人还似很有节操的,今天我就是星姐单推人
RR8224,保密,,"每天幾刷,把星姐推上首頁及周刊讓更多人知道星姐"
Tomas3112,保密,,[doge]
西木野白熊机改二,保密,,第三遍了！
Binary-,男,爆炸吧现充,千舰传说就一定要实现
北7熊,保密,,[tv_难过] 每天一刷，每次看都眼睛红红的，她的努力被大家肯定了，真好啊
小妖是也,男,萌新up求关注，游戏交流群626239709,你好可爱，我单推你
gtm23333,保密,,现在想到yagoo就想起“家祭无忘告乃翁”和“垂死病中惊坐起”[2233娘_大笑]
舊城謊言,保密,,看到现在闪闪发光的她真是太好了[打call]
99547494750_bili,男,,666
FGO叶良树,男,,感觉星姐是holo里面最牢记设定的人之一了，HOLOLIVE所属，虚拟偶像星街彗星！从励志做偶像出道打拼到实现梦想，星姐追梦是一追到底的
弱特超会心,保密,江哥 爱了,老外 耳机 流泪.jpg
宿根艸,保密,庸人自扰,holo最像偶像的人。。
皮卡XD,保密,▄,这就是六边形战士吗？爱了爱了
肉包子的大居居,男,这个人懒活了，什么都没有写～,发现翻译中的百鬼众[热词系列_知识增加]
安晓江-,男,bilibili 2019 亿大up主、不知名up主。现阶段目标是粉丝（活粉）过十，播放过千。,是谁在呼叫舰队？
空条咩太郎,男,0,星姐真的是iodl[热词系列_知识增加]
燕尾晴岚,男,,让我康康是谁妄图将yagoo从ICU救出来
DawnのLiu,保密,我不断的努力 只为成为更好的自己！,这就是六边形战士的实力么[星星眼]
轨道电梯,男,,好像有点气短，高音也有点难得样子。也可能是错觉
始まりの町,男,,快看啊！我老婆闪耀的动人身姿[tv_流泪]
京都可乐,男,,上首页了
七海Vi,女,,质量太高啦！！！
取名面倒くさい,男,,ARK48有出息了[委屈]
厌世小瓜,男,,我亲爱的达瓦里氏！她在发光啊！！！！！！！！！！！！！
H0M0LIVE,保密,dd,三刷
LouistoveXVI,男,玛丽喔！吾の皇后！,[妙啊]永远的单推
陌心澪璃,女,这人懒死了，就是不想写个性签名(*˘︶˘*).。.:*♡,彗星将今天很可爱！！！！！！！！！！！
银弧SVA,男,,她在发光
封灵之光,男,最近工作上有一个很大的坎要过，就先不更新一段时间了，等成功渡劫之后再进入高效更新阶段吧！,为什么弹幕上限只有9500啊
某up菌,保密,,上首页啦
Dokidaa,保密,,“想让拒绝我的公司都后悔”
爱吸椰子的小杨同学,男,,听了四遍，还得继续[打call][打call][打call]
穿裤子的三月兔,男,具有高脂肪，可去头食用。,谁不三连，把他扬了$[打call]
10969Kaze,男,ああ  僕のままで  どこまで届くだろう,心情很复杂，有很多话想说又说不出来，星姐能走到这一步真的太不容易了，都是多亏了一直支持她的大家啊！！！[tv_大哭][tv_大哭][tv_大哭]
闭空空,保密,想与你手牵手走下去，就像这样，无论几次我都会呼喊你的名字。——废怯少女闭空空,加油啊，有点像偶像的蓝发搞笑艺人！[滑稽]
忽悠萌,保密,T^T....,[小A和小B_应援]YAGOO他打CALL来了！
clockworklemon,男,但悲哀降临到对你沉默不言的人身上，正因为喋喋不休的人说了许多胡话,这就是偶像吗
DD-究极融合怪,保密,睡觉中,[大哭]我老婆终于火了
全部単推し,保密,松冈爱衣蒸饺协会  最简单的DD 最极致的享受,刚来B站，这就是虚拟偶像吗，真是有够神经病的[doge]
zhangx033,保密,会尽快更新PCR第二部主线剧情的中文视频，其他时候会玩玩各种感兴趣的主机游戏。,这就是爱抖露吗[热词系列_AWSL]
改造完成的真田のHentai,男,DDDDDDDDDDDD,冲到了全球热搜第一的女人
我没有被讨厌哦,保密,╮(￣▽￣)╭,真正的偶像！？
LouistoveXVI,男,玛丽喔！吾の皇后！,又又又又上首页？！
风見隼人,男,、、、、,所以星姐的MMD模型快出来呀
白Sakura,保密,单推DD一名，高三党所以视频随缘更新- -,星姐一战封神，从6c面板变成了6a面板太励志了$（a cup）星姐:我想让那些拒绝我的公司后悔$你已经做到了！！！加油[tv_笑哭]
楠目QU,男,本君宇宙第一帅！！！,当时卡到飞起，看不了多少[大哭]终于出回放了
蒾纞·,保密,噗叽～$接下来，我也要给大家表演魔术$ಠ_ರೃ取下眼睛~$ಠ_ಠ再装上去~$ರೃ_ಠ再取下另一只~$ಠ_ಠ再装上去~,为什么隔两个小时弹幕还是9500草
樱花味炸鸡_,保密,就一打游戏的,yagoo你看见了吗！！！！！！！！
溢有轻风的初夏,男,新人，希望大家多多关照！（笑,tql真的
miku即信仰,保密,菜的真实的真实系玩家$cyka blyat,这才是偶像啊！！！！
群願丶,男,,没人能拒绝可爱与努力并存的女孩
雷格西の奇妙探险,保密,道友，坐！,yagoo站起来了！yagoo他站起来了！yagoo开始了输出！！！
i6288,男,你虽为人类，却不习惯于在人群中随波逐流。,入迷了
山伯爵kksk,保密,阿夸单推人,我真傻了，第一次看到3d回全程唱歌的，星姐确实nb
偽善者丶凡,保密,我好虚啊。。。,什么叫做厚积薄发？这不就是吗！
封印的无伤,男,收藏的视频有好多都失效了，难过。$为了未来要努力工作了！,强强星姐
常樱之花,男,我才不是dd,烤肉man啊，这份恩情我在星姐噫hihihi前是不会忘的
薇长安,保密,爱与和平,星姐。永远滴神(^・ω・^ )
SDK骑,男,,3000
SDK骑,男,,[热词系列_打卡]
爆音表白夏色祭,保密,不愧是我,加油啊有点大姐姐的神经病[tv_鬼脸]
Mr_步,保密,,每日都来听一遍[呲牙]
润已RayYee,男,摸鱼，摸鱼,星姐加油啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！！！！！！！！！！！！！！！！！！！！
京都可乐,男,,16w啦！
霌華麚,男,,一个晚上就九百舰队
十二月十五,女,,[热词系列_知识增加]
一条超怂咸鱼,保密,,多谢烤肉man 这份恩情我永远都不会忘的
slooking,保密,,一天一次[热词系列_打卡]
清情橘雨,女,今朝相会若无期，他朝两忘烟水里 .,我们一直以来积累的东西，并非全部木大！
一般通过彩虹民,保密,,holo的3d确实顶
昨日作废,保密,,wwwwww
阿夸三三,男,炒鸡喜欢天满八纯(｡>∀<｡),首页通知书
冥夜之猫,男,,不睡觉了！继续high[OK][OK]
羊羊羊丶z,男,我 杀  我自己。,奇 迹 再 现.mp3
在下喵太岁,男,,星街彗星发动魔法卡$死者苏生$活了活了yagoo活了
LookingGlassCat,保密,¿?¿?¿?¿?,她太好了[大哭]
-榻榻米-,男,蟹蟹各位,什么叫国际彗星[tv_doge]
伽里特凌风,男,沙雕凌冈盾撞怪,谢谢烤肉man！烤肉man们的恩情我永……我要干啥来着？[tv_鬼脸]
爆音表白夏色祭,保密,不愧是我,suki
某绿头粽子,保密,,我突然发现星姐九百多大航海[2233娘_吃惊]
bnz12912,保密,,星姐！！！！！
king_knightの荣耀,男,我的沉默不是你们装逼的资本,这个手套，我说怎么一手只有两个手指头呢？后来放大才看清了，太草了
02が好きだよ,保密,活きている、これでいいだ。,su～ki
小刀会鸟,保密,,乍一看还以为初音
折杞おり,女,宇宙中心まふどん,这么好听的歌让我免费听真的好吗[大哭]
管家李先森,男,,我心动了 我还要看[doge]
大银不是萝莉控,男,哪有签名这种东西,她真的好棒!
静如雨止,男,开故事会一直有一手的,感动
战术人形V3,男,我就是个臭画画儿的单推man,yagoo！你看到了么yagoo！
我最爱陈sir了,男,,真就激光烤肉
七彩河里的河妖,保密,,啊啊啊啊啊啊啊好后悔当时没在现场，星姐太棒了
白占机,保密,正人心而后正天下——南宋•陈亮,沙雕小剧场安排上了
只会说meaqua貼贴,保密,meaqua meaqua meaqua,suisui~永远滴神！[大笑]
zero蠿,男,,每次感动的时候 只要一看手 就会情不自禁的笑出来
Celty_Dullahan,保密,别看了，冒牌货。,神回！！！！[打call][打call][打call]
雾切音梦,男,能做出好视频就好了。。。。。。。。,900舰，dd们太强了[喜极而泣]
迦尔纳世界第一,保密,,为什么这个神经病有点大姐姐啊
SCP1752,保密,享受各种各样的事情，苦恼各种各样的事情，见识各种各样的事情，但那是我们的未来啊。,星姐！！！[打call][打call][打call]
舟孝子只配吃屎,男,舟孝子和我对线打一个字家里少一个人，看到id旁边的拳头了吗，打的就是你。,上 当 了
白鸮_,保密,,我相信这是梦的开始。星姐加油！！[打call]
o0十六夜0o,保密,人生百年何足齿，东方幻想存我心！,星姐3D化没嘉宾？？？？？
黑狼吹雪,保密,,也就是说  可以在沙雕小剧场里看见星姐了[大王不高兴_开心][大王不高兴_开心]
DeeeeeeepDarkBoy,保密,,当天油管线路有点问题，再来看一遍
MSACV,保密,老年玩家，开心就好,这3d也太好看了
似烨,男,,那一夜，星空因为一颗彗星而亮如白昼。
壹个懒人,保密,,这就是偶像吗
蜡炷泽,男,,这个模型质量太高了吧
凡凡凡凡家大少爷,男,我不仅不会猝死，还会愈发精神,我永远喜欢星街彗星
FirstBeats,保密,FOR Dream,现在是一个璀璨的开始 ☄️✨✨✨✨✨✨✨
老实憨厚的肉哥,男,总有一天，我要把所有up的梗都偷走！,这歌单，真就holo偶像呗，yagoo可以ICU转普通病房了
poi子,保密,,yagoo:什么啊。我抽的还蛮准的。
seasons静流,保密,,这些都是原创曲吗？都没听过诶
回音永恒,保密,请输入新个性签名,直播间虚空900舰长是真的流啤
Hinanawi-废物天人,保密,这个人懒死了，是～这～样～吗？,hololive历史上，被称为奇迹的六十二分钟，而这就是成为其源动力的，少女的故事。
百狗绫目_,保密,补胎烧酒太棒了,yagoo你看到了吗yagoo
病弱の冲田小姐,保密,,我生日当天的配信我却被卡在墙里[大哭]
识呓是条酸菜鱼,男,不拿保研不改名！(　ﾟ皿ﾟ),快！快！快把社长从病房里抬出来！什么？yagoo他扛着救护车跑过来了？！
天瞳时见,男,热爱二次元！咸鱼、废宅一枚！,[小电视_我好兴奋][小电视_太太喜欢]
AKUKIN_,保密,是个人,昨天没带耳机🎧，补一下录像📹
淡紫色的八云,保密,,嗯  爽死了[热词系列_知识增加]
Memp艾薇,保密,\Miko/\Miko/,星姐tql
白上吹水,男,,这就是偶像啊爱了爱了[2020拜年祭_期待]
JaYJoker,保密,$没有签名~,真就是超时空要塞专场啊啊啊啊啊我哭了
我们是神枪手,保密,看了弹丸3真正体会到了什么叫绝望,如彗星般闪耀的女人，太棒了
凑-阿库娅OfflciaI,男,holoIive二期生、虚拟女仆、湊(みなと)あくあ！❖担当画师：がおう协力：湊阿库娅字幕组。商务合作与问题反馈请私信。（并不,yagoo狂喜
耀暗,保密,乱扯大王,这肉太新鲜了
Memp艾薇,保密,\Miko/\Miko/,拉拉人狂喜
流澄星,男,谢谢你们，带给我一生中最重要的感动！ &mu;&#39;sic forever!,烤肉man啥时候把单曲放出来啊，他们（指anti）什么都会做的(
鹤顶红122,男,没在紧张,[鸡腿][鸡腿]
十六夜丿鸢一,保密,色情狂魔鸢一晓= =,可惜了，404同接还是比不过2434，早日病床贴贴
流澄星,男,谢谢你们，带给我一生中最重要的感动！ &mu;&#39;sic forever!,感谢有能光速烤肉man！这份恩情我下次看完之前都不会忘记的(
永远都白字菌,保密,,真的有当年厨idol时候的感觉了
薇长安,保密,爱与和平,先投币三连再看[吃瓜]
科学我乱谈,保密,素质四连：关注！收藏！投币！转发！您的支持是我创作最大的动力！！,就是专业设备嘛？！感觉很牛啊！！
Maverick_AD,保密,,这就是星姐爱抖露的样子吗，超帅的好吗
AKUKIN_,保密,是个人,推荐视频：想要拒绝我的公司后悔
阿飞,保密,不定期搬运和中国有关的视频，全球最新态势，侵删。,900个舰长星河舰队，传奇之夜
墨世想做大大,女,,輝け流星の如く！青の最強アイドル！ホロライブ 星街すいせい！！！
Star酱_,女,高三停更，原ID：Starのほし网易云/五婶@Star酱群号：850297112喜欢mafu，HW，碎花，拿不拿 立志成为一个厉害的唱见哇,星姐nb！！！[小电视_哭泣][小电视_哭泣][小电视_哭泣]
忘名,男,形如槁木，心如死灰。,加油啊，idol的大姐姐
voidxxxxxxx,男,,。。。，屑站把1080P60压的比720P60还小，爬虫爬的是720P60的。。。
夏影观铃,男,我什么也做不到，只能保证永远不会忘记,切，安全裤[嫌弃]
工具人小怜,男,小怜天下第一,不行了，手套和背景都是黑的。以为星姐只有两个指头[笑哭]
Mirage_F,保密,神様になった日,yagoo扛着病床飞奔前往现场
茉莉jasmines,女,收藏夹定期更新，去列表找学习列表给我好好学习,大家，这个小姑娘真的很努力，大家关注一波啊[tv_大哭]
夜下欠雷,保密,just because中的大家在青春的末尾，唯有小宫惠那，正当青春.——不知名的热评侠,星姐3D了，那么沙雕小剧场是不是...
Koyomix,男,吾乃世界第一助手厨 打爆一切反对者 ,必须留下我gachi的足迹！
把酒狂欢天天乐,保密,,3D！它来了！
Akane39,保密,,彗酱的ddd真精致 是v界t0级别的吧
玉米晓狐,保密,……,这应该是上顶级动捕了[热词系列_知识增加]
醉忆萧愁,保密,我不断地寻找，有幻想乡的世界~~~！,这手指是玩精神病院被切掉了吗?[doge]
雪地中的萝卜,男,"ララララ ララララ Oh, Welcome to the ジャパリパーク！",总有一天 我要让那些拒绝过我的公司后悔！$$她 做 到 了
雨天里吃瓜,保密,,龙虾扣
荣生PARIS,男,最容易令人感到温暖和惊喜的是陌生人，因为你对他没有期望。$最容易令人感到心寒和悲哀的是亲人，因为你爱他们。,加油啊，你正在闪闪发光啊，星姐。[小电视_哭泣]
V_V笑,男,,我现在只想看星姐出现在沙雕小剧场里[doge]
波谲云诡Elusiveness,保密,,来个b限冲千舰啊
椿野林,男,,今天，彗酱也很可爱
我永远喜欢樱巫女,男,单推hololive,从今天起，我单推星姐
醉忆萧愁,保密,我不断地寻找，有幻想乡的世界~~~！,这手像是切掉指头藏刺刀[doge]
加贺太太,男,,感谢烤肉man，这份恩情，我在……………………你以为我忘了吗，错了，在看完之前，我不会忘的！！
非洲光頭,男,,这就是虚拟偶像吗i了i了
双葉栞,女,赞礼。,昨晚各种意义上的女主角$原本只是黯淡的一颗小小流星$在粉丝的支持与爱中愈烧愈旺，带着令众星失色的闪耀光芒降临于世...$愿星姐能顺利站上更高的舞台，给世人带去更多的惊喜与精彩演出
兔子和糖,女,请问你今天要点咸鱼/呸。。兔子吗？,有哪位大佬知道昨天404那sc了多少💰
夏哥的偶像梦,女,,星姐永远的神
你妹,男,https://m.10010.com/queen/bilibili/fill.html?product=2,感觉她这个3D质量好高啊
黑下松彦Official,男,THE WAY I AM,星空佬，哪里都有你
夜宵吃斛鲤,保密,一个口胡的人,是星姐awsl，这个3d看着超级清晰的 感觉好棒啊！
PeiPeihu,保密,,为什么高小姐3D展示得那么费力？
什么都不会的与歌,保密,这个人真的懒死了什么都不想写（唉(ﾟДﾟ)ﾉ真的是这样吗）,我甚至觉得昨天再拖一会儿能上千舰[蛆音娘_哭泣]
