name,sex,sign,content
Ai澳白,保密,来这里，只因为我想静静,再重温鬼怪，心中依然就难平复，UP主你太好了，在这春暖花开的季节感受愉快的芬芳[支持]
两个一丫,女,,Up也太厉害了😭 字幕和镜头都超级超级用心
touyeteng,保密,,剪辑好棒！！！
LUU有一点开心,保密,一点也不懒,哇哇哇哇哇哇这是我见过的剪的最好的！！呜呜呜！！！爱up主！！！！
Shaw-happy,女,,这每一帧都是画报吧！天呐
绝对零度0217,女,藏在众多孤星之中还是找得到你,这个色调！！！爱了！！[大哭][大哭]阿加西！！！
安稳稳的安,保密,这个人很懒，什么都没留下哦,神仙剪辑！神仙画质！
我不酷mmp,保密,,这调色太好看了吧，每一帧都是海报
SWWH7H,女,,我觉得冬天太合适！！！！！[大哭][大哭][大哭][大哭]鬼怪真的心里的光
杪夏三山,保密,,up剪的太好了，我要感动死了！！！
奶茶和小泡芙,保密,,2020年了我还在鬼怪的坑里[大哭][大哭][大哭]
先之_,保密,来啦,太好看了
陈小宝_Rebecca,女,爱我所爱 想剪啥剪啥,吹爆阿婆主 吹爆鬼怪 剪的好棒！！！
小乙KIKI,保密,,我的头像 一直用到现在😭
很666的一个人,保密,,求字体！太好看了
小乙KIKI,保密,,阿加西
郑不赌不打赌,保密,爱瞎剪｜禁二改二传｜感谢相遇！开学了应该产出很少了,太太是神仙吧！色调美哭了 节奏超牛 字幕排版也超级好看！太牛了！
王俊凯的亲妈粉,保密,韩式半永久下巴是啥？,2020继续支持少主
木木大侠lin,女,人生如戏，全靠演技,可以剪步步惊心，仙剑这个系列吗？求……
堇墨浮华99,保密,,up我太爱你了，鬼怪也是我一直走不出来的剧
我要改名字7,保密,,一听到BGM决定先点个赞再看[微笑]
Imbuyeat,保密,,我真的太爱了，鬼怪新娘，阿加西，神仙爱情💑还有bgm太好听了，完全无法不喜欢啊啊啊啊啊啊表白金高银，表白阿加西，表白灿烈啊啊啊表白少主！[大哭][大哭][大哭][热词系列_你细品]
绒绒猫的小桃七,保密,莫要看了 只搞帅哥美女的俗人一个,表白up的剪辑！2020还能看到鬼怪的产出真是好激动呜呜！
绒绒猫的小桃七,保密,莫要看了 只搞帅哥美女的俗人一个,是我永远永远的top1韩剧
木木大侠lin,女,人生如戏，全靠演技,我好喜欢这个色调啊啊，是自己调的?
bili_45493770552,保密,,哭死了
lKliyl,女,,好棒！！[星星眼]太喜欢鬼怪了！
万事屋的逗比,保密,,鬼怪爱了爱了！！！
小蜡的日常,女,理想生活需要一点热爱和努力$$哔哩哔哩 ‖ 快手 ‖ INS ‖ 微博 ‖ 最右 $ : 小蜡的日常,up主剪辑的好好啊，太好看了，我也超爱这部剧的！
雪中的茼蒿菜,保密,,想反复刷，又舍不得的剧
兔帅,保密,,真的是我最喜欢的韩剧[大哭]
深海迷妹宁缺晚,保密,,又掉泪了
易晚舟,保密,人生就是一碗自己煮的粥。,上首页了！！！！！
易晚舟,保密,人生就是一碗自己煮的粥。,哇
heneciasmile,保密,,太感动了
原来是转转啊,女,努力学习剪辑！微博→@转阿转啊兔,好看好看！！！做的好好
女先生啊,女,,集美们，有没有高清无水印的鬼怪全集资源呀
玉雪觅琪心,保密,嘻嘻努力剪频(´▽｀)欢迎到微博来找我玩耍@玉雪觅琪心,啊啊啊啊啊太好看啦！！
小钱喝奶,男,快乐生活。,鬼怪女孩集合！！！！！
花枝发了,保密,,是鬼怪夫妇呀
巴西神勇小金刚,保密,爱老蕾爱世界,我最爱的韩剧，没有之一
图图在吗,女,满怀希望就会所向披靡,时长是521[鼓掌]
苏飏Continent,女,,啊啊啊啊啊啊！！！！！太棒了这个
柯基想有钱,女,努力努力再努力,时长卡得真准
倾之于炎,保密,,调色排版好棒
热水器咕噜噜,保密,,从初三看到高三，我永远爱鬼怪！！！
零添加糖,女,,我在微博也看见了！
莜蒔YS,女,,哇up剪的好好啊 节奏转场调色都很不错
不枯竭,保密,,或许有每一帧壁纸合集吗[doge]
是派派呀,女,,真的每一帧都好美
只看综艺不撕逼,保密,综艺【老罗铁粉偏爱姜line表白根叔】$up主【vlog+美食+搞笑+电影】$男娃【昊然弟弟+昇基欧巴】$女娃【所有好看的小姐姐】,每一帧都是壁纸，绝美！
ee_君,女,,爱了
杰西卡家的猫粮,女,全力以赴！做个开心的女孩纸,这个剪辑太好看了！
海贼王妹妹,女,,准备第十刷了，我真的鬼怪十级了，在家一个月，没有剧看，集美们有推荐的吗？
bili_61852130857,保密,,啊啊啊，进度条好评👌
每天都记得吃药,女,,UP的剪辑太棒了 虽然已经是几年前看的剧了 但是每每看到这些画面依然会被鬼怪的故事感动到
我無有猫,保密,再吃一个苹果,可惜是悲剧
飘飘以轻飏,保密,,这画质，真赞
坚决不当废物,保密,我也想养个猫猫(╥╯﹏╰╥)ง,少主的封面好好看啊，调色好棒[星星眼]
九锥玺诗,女,始于颜值，陷于才华，忠于人品，爱金茶蛋，爱千玺，爱诗诗，也爱昀昀，还有我啾一，还有高恩你啥时候出道啊！,可不可以sunny夫妇也剪一个[笑]
南珞珈,保密,陈数真好看,感谢up！！！！
ChristineYt,女,,0202了，我依然为鬼怪疯狂心动疯狂哭泣[大哭][大哭][大哭]
笑望东舒,女,大叔控 电影迷 励志传媒青年,太太绝了啊啊啊啊啊踩点好舒服，这字幕，这调色啊啊啊啊啊啊啊啊
王俊凯小朋友超甜,女,从开始到未来只为王俊凯（手动笔一颗蓝心）,投币是1521哎，不想打破，下次一定[微笑][微笑][微笑]
三仟尘土,女,新的一天，无所事事,我好喜欢这部剧😭️我永远为阿加西和小新娘的爱情心动
68237204321_bili,保密,,最爱的鬼怪呀，太感动了[爱心][爱心][爱心]
平庸日记生,保密,来之则喜 去之不恼 不卑不亢。网易云：CommonDairy（无其他公开账号）,永远的鬼怪！！！
29135372575_bili,保密,,赞啊，
是拢龙呀zly,保密,,鬼怪啊啊啊我的白月光
猫丞丞的大飞,保密,,剪的好棒啊，要去重温鬼怪了呜呜呜
雨昭云,保密,静 思 定,刚刚重温完~
林骨子,保密,一个学习的记录者,[热词系列_三连][热词系列_三连][热词系列_三连]
变态的胖次君啊,女,奕家人\小朋友,真的真的还是最喜欢鬼怪啦
恣意生长欢,女,祝你我万事顺意,好棒！再发一条！给up主打$Call！！！
52775868206_bili,保密,,来啦
恣意生长欢,女,祝你我万事顺意,我爱鬼怪！！！！
喝奶茶不用管,女,有趣的灵魂千金不换,看看吧，好的结局
盒饭谁怕谁,保密,人心险恶,呜呜呜呜呜@冰果喵
不是鄜州月啊,保密,,鬼怪一生推！！！
Rainie_雨虹,女,十年，慢点儿。,素质三连！
南南南-嘉嘉嘉,保密,,真的很喜欢鬼怪啊！！随便的一个画面都可以当壁纸啊
Vvvive233,女,呜哇呜哇喵,2020了我还是在鬼怪里走不出来[大哭]
淼灵霓虹,女,过好自己的生活,怀念追鬼怪的日子了唔
酒酿圆子yz,保密,,每一帧都能截下来做壁纸，调色和文字排版真的太棒了！
然一同学,保密,,2020继续爱鬼怪的一年。让我在四年一次的日子里表白鬼怪！
橘猫没有你可爱,女,爱学习，爱臭美，爱装高冷的小姑娘。,少主你是神仙吧[大哭]
大佬的半岛铁盒,保密,,最爱 鬼怪
给你一口甜酒,女,两处茫茫可相见,鬼怪太好看了[大哭][大哭][大哭]
HTXXTS,保密,,我最爱的一部韩剧啊
人间大废物,女,,给我看哭了[大哭]
柏林的灰鸽,保密,,刚刚在微博上看到哎
属老鼠的狮子座,保密,,女主越看越好看！！
PennyYX,保密,还在想，无止境地想，一桶伤这样泼下来。,三连三连，调色绝美，按暂停每帧都能当壁纸[爱心][爱心]
四之月二六,保密,有个可爱的人儿正在读我的名字,我除了点赞收藏投币还能干什么呢[大哭]
纯路过的HG,女,本质颜控/,调色好漂亮~
ISLANDIAN,女,,刚在微博看完，打开b站，首页推荐第一个[无语][无语]，但是还是得说一句少主nb
睡多了果然头疼,保密,微博B站同步发频 微博ID同B站   禁一切二改二传 谢谢谢谢,缘分呀微博刷到B站又刷到了
傻猫乐呵呵,保密,,真的爱了，鬼怪还有地狱使者
Peter比,女,日日是好日,这个剪辑太棒了！感谢阿婆主！
你钦哥不是铁妹,女,爱与正义终将永恒,可以无限回顾的一部韩剧！永远能给人感动和欢笑👍👍👍
31772109373_bili,保密,,剪的超棒啊！果断三连！
昏昏v,保密,每天都要加油鸭,每一帧都可以截图当壁纸啊
拾穗0818,保密,,2020年了我还是鬼怪废人！
Lightning-ann,保密,孤独而高傲的自我矫情,最爱，没有之一
三悬铃木,保密,,神仙剪辑！
花酒_Z,保密,,我爱了  色调好好看
谁家的小尘,女,嗯，我就是这样的人,剪的真好，很舒服
三悬铃木,保密,,每年冬天必刷！心中韩剧top1
是宝贝欢欢,保密,我七十二变，历八十一劫,剪的太好了吧
1分15秒,女,哎呀妈呀,2020了我还在为鬼怪心空。生日再也不吹蜡烛，因为烛光熄灭，没有爱我的人出现。
_project_,保密,人生若无悔，那该多无趣啊,完了，我又要去看来，你陪！
巴恩吐了,女,巴恩吐了一晚上,封面杀我
柒落酱,保密,菜鸟一只，发出咕咕精的声音$,还是依旧那么心动【么么哒】
李子易呀,女,西藏大学生活分享，半年手账党,一键三连你值得拥有
蘑菇蘑菇8866,保密,,孔侑好帅
苏家慕锦,女,我和你不一定会遇到$但若遇到$你说在哪里好呢$山涧河川$风朗明媚$只要眼前的人是你$    我们   来日方长,鬼怪啊啊啊啊啊[大哭][大哭]每个冬天都要看鬼怪[大哭][大哭]
王夫人的乐队主唱大人,保密,放弃不难，但坚持一定很酷！,听到旋律鸡皮疙瘩都起来了[大哭][打call]
肖战挑眉真好看,女,我还是很喜欢你，像大自然的四季更替，周而复始，年年不离,2020了我还能看到鬼怪啊啊啊啊啊
是虞欢吖,女,,阿加西！看来我又得重温一遍了
RvsurnT,女,永远有怪兽破坏本王成为大会员,昨天才发现鬼怪是2016年的剧，看了三遍的我一直以为是2018年的，果然出不去了[大哭]我爱小新娘，我爱阿加西
颠沛流离_1,保密,,好棒！
是胖头鱼呐,保密,,鬼怪是我追的为数不多的韩剧 现在刷了不下七八遍 每次都会有不一样的感觉 名场面更是起鸡皮疙瘩 一帧一画都是壁纸啊啊啊啊
森旅曦光,保密,为了显示我不懒，特地写个签名,我看过！来为少主和鬼怪夫妇打call啊！！！
一棵干草,保密,渺小却伟大$微博@Leegans 软件：Vegas15$李易峰能续命｜意识流｜草草又A又可爱$禁二传二改禁ky$剪视频就是为了让自己快乐的!,一万次为鬼怪心动 see ya 一出来就是心动的不行 狠狠哭
木三沈,女,不管不顾不问不说也不念.,悲伤的爱情 宿命感 不管看多少遍都好爱，是一部所有cp我都满意的心动韩剧
乌桃拌,保密,缝缝补补又三年,这个排版太好看了
_潇潇暮雨_,保密,For JiEun$努力学习剪辑的佛系小垃圾,真好看
依依依依依V,保密,,我永远爱鬼怪[大哭][大哭]
南漪小隐,女,搬砖半跑路状态，努力甜｜白夙长明家跑腿的后期 ｜微博@Rapunzel-小隐 ,来了来了！
19714993298_bili,保密,,剪的好漂亮啊[爱心][爱心]
_蕉下客,女,热爱是最好的才华,太棒了，最爱的鬼怪夫妇，超好看的排版[爱心]
公子温温温如,女,冬日暖阳$暗夜星光$,鬼怪！！！！每年都要复习！@
skye0_0,女,风正在吹来,微博过来的哈哈，一键三连了！神仙剪辑！！马上去重温剧了[鼓掌]
雙重夢鏡,保密,,2020年了，我还在搞鬼怪夫妇
张艺兴歌里面的baby,保密,云次方铁血嘎龙杂食动物cp脑╮(╯▽╰)╭张艺兴/宋茜/生田斗真/朴秀荣,我看完鬼怪就再也没看过韩剧了 每年冬天必备
喵里酱故事,保密,你看看,绝
JT狮子小,保密,,这两天刚在刷❤
Rusty-8,女,最大的愿望：行走江湖，武功高强。,[热词系列_吹爆]必须三连*！
Rusty-8,女,最大的愿望：行走江湖，武功高强。,啊啊啊啊啊太好看了[喜欢]
横木啊,女,铁马冰河入梦来,微博看到赶来
横木啊,女,铁马冰河入梦来,每年冬天看一遍
冰镇是阔乐的灵魂Cola,保密,Say bye~$,神仙剪辑哇
冰镇是阔乐的灵魂Cola,保密,Say bye~$,喜欢这个色调 这个字幕 滚动
冰镇是阔乐的灵魂Cola,保密,Say bye~$,不就是三连吗？ 都给你就是了！ ！
Karrybb_crab,保密,,看过最多遍的剧，真的超爱！少主剪的也太好了！唯美
爆烤鸭的笑声,保密,,2020年了，我还在磕鬼怪[委屈]
今天蛋黄酱圆梦了吗,保密,一只努力进步的小菜鸡,太太排版太好看了！！！！！！
今天蛋黄酱圆梦了吗,保密,一只努力进步的小菜鸡,鬼怪一部男一女一男二女二可以排列组合嗑的韩剧[妙啊]
_ChoyuET,保密,手可日月摘星辰，世间无我这般人。,来啦！！鬼怪[打call][打call][打call]
忽悠-忽悠,保密,佛系爱豆啊,鬼怪真的是N 刷啊，超好看的
於蓁yx,保密,嗑cp＝快乐,超级赞！
Mancy7208,保密,,up主剪辑的太好了，每年冬天必刷之剧，我的阿加西，我的小新娘，我永远爱鬼怪[喜欢][喜欢]
蓝了我的夏天,女,以我寸点微光，护你万丈荣光。$,这男主角是咖啡店一号的男主吗
猴小圣来也,女,话唠,成功被安利鬼怪，这个mv好好看
笑起来就是好天气,保密,,我好爱鬼怪
Js琋,保密,GOT7 forever,剪的好绝！！好爱鬼怪！
锅不酒,保密,摸摸鱼 追追星 蹦蹦迪,神仙出品
山崎翔样,女,骄傲的黑煤球向前冲，别当我是傻瓜$漂亮脸蛋的雷达$加油脱非入欧,嗷嗷嗷嗷，鬼怪夫妇我太爱了
某某某的桃子,女,护你称王#王俊凯#,我要去重温鬼怪了
目野子,保密,【今夜月色很美】,我看了两遍的剧！！剪的超棒！！
活在过去的疤痕中,保密,,微博来的呀！ 鬼怪真的是第一部看了三遍的剧[大哭]
小喵爱土豆,女,爱热销，爱写故事,是我超喜欢地鬼怪了！
别动我软糖,保密,,从微博过来的！三连投币收藏UP值得
JS双木,女,爱生活爱古装爱美食,支持一发
Tinalistill_,保密,,剪的太好了！！！这对太爱了
skye李,女,哒哒哒~,女主看着这的好舒服啊
云浅月未泯,女,承蒙你出现，够我喜欢好多年。,字幕好美！
东方糯米团,女,这是一个不太会剪视频，不会做封面，不准时发频，拖延症而且脾气还暴躁的人_(눈_눈」∠),想再看一遍了
稀里糊涂的敏妞,保密,抄袭者死一户口本，二剪者全家桶八分熟。$横批：臭不要脸 啥也不是$迷糊工作室/半世晨曦工作室辣鸡后期,哈哈哈哈哈我记得我第一次看的时候觉得女主不漂亮，后来，真香，她就是鬼怪新娘，啊啊啊啊啊啊
fjmtjl,保密,,金高银孔侑我的最爱！！
咩咩要换个高冷的名字,保密,,我从微博来了！！！！
无无姜,保密,为仁由己。,[大哭][大哭][大哭]鬼怪真的是每年必看的，想起来就会觉得很温暖很欢乐的一部
秦渐离,保密,,想重看了
稚夏啊,保密,日常懒癌晚期.,2020年我还在磕鬼怪夫妇[打call][打call]
山有扶苏草,女,你是青砖墙头踩着月光的竹马$你是长廊回栏沉木格窗下的工笔画,我🉑
bili_42449529332,保密,,临风少主剪的我都好爱
我的历史很好,女,,时长好评[鸡腿][鸡腿][鸡腿]
cclia酱,女,墙头超多嚯！,调色排版都极度令人舒适
柠檬茶少甜走冰,保密,,剪的好棒！！调色好好看！
yoyo921k,保密,生活不允许我任性，但是你可以！,来看少主剪的视频了！
dofiy,保密,,每年冬天必刷！太爱了
我要我萌在一起,女,有话好好说,啊哈我赶来三连[热词系列_三连][热词系列_三连][热词系列_三连]
清轻婷,女,千山万重，不离不弃,好爱
