name,sex,sign,content
小王同學快樂多,女,路過了學校花店荒野到海邊,每年冬天必刷！！！
下一站TinHau,保密,同归在青史里。,4年了
恁爸是酷酷的召喚獸,保密,,呜呜呜呜呜呜我的鬼怪夫妇
蜂蜜嘎柚子,保密,,吹爆[星星眼]
承酱的可爱,女,在b占要收获快乐！,很喜欢这部剧 但是每次只看到前面几集 后面太悲伤了我承受不来
网球王妃月亮嫂子,女,我能触摸 你的温柔 就像风,每次看到都会心动 那个像紫罗兰一样的小丫头呀
青荷爱喝奶盖,女,凡事都有偶然的凑巧，结果却又如宿命的必然。,我能说我今天刚在微博看到这个阿婆主和这个视频吗[微笑]缘分呐
IFBANGBB,保密,,怎么会有这么美好的电视剧啊 每一帧都可以是明信片[响指]
Gin着迷,女,质壁分离,催更贤者之爱[大哭][喜极而泣]
WSaudade,保密,,求封面啊啊啊啊啊！
昼夜幻想家,保密,留笑与泪做纪念-杂剪渣剪-继续努力！谢谢支持呀,每一秒都好美！歌词和排版都太好看了！
苏鱼小姐姐,女,干杯,求问up这么高清的资源在哪儿找的[酸了]找好久都找不到…韩剧tv太糊了…想找个超高清的存着看🙏🏻
TINY六月,保密,江天一色无纤尘，皎皎空中孤月轮,因为今天天气很好$因为今天天气不好$因为今天天气刚刚好
吴小虾Viven,保密,俗人一枚，涉猎甚杂，好美景美色，有趣第一。$$所爱之人甚多，皆秀。,看到初雪回来那里哭成狗啊[大哭][大哭][大哭]
ラブ西聆楚,保密,,原来都是16年的剧了啊
苏络樱,女,一遇果奶，一生长情,鬼怪夫妇！！！！[爱心][爱心][爱心]
拔拔小公举kk,女,不争吵 有话好说,还有人在，还有人没忘记！我好开心🥳 爱鬼怪
olsen鹿嫣,保密,我一点都不懒。都是b站有毒一直不让我改。,up剪的太绝了！
黑键狂魔花,保密,,已经2020了，我还在吃鬼怪的糖，好甜啊啊啊[喜欢][喜欢][喜欢][喜欢]
一只奇怪的小可爱,保密,,我来吹up主了[大哭]我永远爱鬼怪[大哭]
Jacinth_Y,女,,以前的韩剧真的好，最近好剧荒啊[笑哭]
尾大地喵呜,保密,我的收藏很精彩，不要错过啊,感谢up，我真的别哭边疯狂截图
_涅维亚_,女,玫瑰窗台与洗碗机,我的冬日限定
little五木,保密,,谁知道1分13秒到17秒这里，原剧里面的纯音乐名字？
匠人n,保密,,up的高清资源有链接嘛，吼想自己也做一个了，求！！
Humlili,女,每一天都要加油鸭,最喜欢的一部韩剧[爱心]up主好棒
祖传黑眼圈,保密,热爱生活╰(*´︶`*)╯,看看这收藏量
下落不明的猫,女,•﹏•冲鸭！⊙ω⊙,太棒了！！[星星眼]
香菜牌汽水,保密,桃李春风一杯酒，江湖夜雨十年灯,永远出不来这个坑
爱做白日梦的小狮子,女,,每年冬天要回顾一遍
李棟旭,女,배우  이동욱 ,2020还是鬼怪!
末日酸,保密,,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊少主居然剪了我最爱的鬼怪！！！这是唯一一部让我看了不下五遍的韩剧啊！！！真的大爱啊！！！！！
北綸乔,女,,都2020年了 我还在磕这对[呲牙][呲牙]
ifeng雪儿,女,,我永远喜欢鬼怪！2020还能看见鬼怪那么高质量的产出，太棒了，表白up主
鹿珏Lu,女,,2020年了我还爱阿加西[大哭][大哭][大哭][大哭]
雪の枝,保密,,速度线调色甚至字幕排版都好高级啊，少主真的每个视频都好用心，爱了
你害羞了吗,保密,Invictus gaming,2010我还在鬼怪
抱个栗子,女,不可结缘，徒增喜欢$眼泪越掉越多，年纪越长越大,和前男友刚在一起我正在看这部剧，我俩讨论这部剧讨论了很长时间，原以为他不会喜欢韩剧没想到😄挺合他意，现在我俩分手一年半了，现在他朋友圈背景还是阿加西撑伞女主带耳机他们擦身而过的那瞬间，满满的回忆
三岁半的傻仙女,女,最愚蠢的行为莫过于手贱去看影响情绪的东西.,鬼怪我只喜欢的韩剧❤️
绒绒猫的小桃七,保密,莫要看了 只搞帅哥美女的俗人一个,每天一遍 谢谢up呜呜呜
初了大事,保密,微博@初了大事,冬日剧单。
Karenashin,保密,,up剪的好好啊啊啊啊，滤镜爱死了[鸡腿][喜欢][热词系列_吹爆]
月染银墙,保密,,滤镜我太爱了(⌒▽⌒)
Chan-no-ey,保密,,2020.3.1来过
我爱的男人叫ZYL,女,我爱的先生，君子貌，少年心，永远以最温柔的模样清醒的看着这个世界。,鬼怪太适合冬天重刷了，好喜欢他们
萝卜剁剁,女,少女心偶尔大爆发的糙汉……？食量是半个糙汉的姑娘~,阿婆的调色简直了！
圆圆-园园,保密,,我出不来啦！！！！！谁给我根绳子把我从坑底拉出去！！！
深白色么么哒,保密,,鬼怪呀
素盏灯,男,,看的第1部完整的韩剧，还推荐给了朋友，括弧我是男的。
Uncle李狗嗨,保密,阅片无数,2020年3月了！！！竟然还有粮！
葛姐姐_sl,女,一个喜欢唱歌跳舞追星的沙雕,无论看了多少韩剧 现在鬼怪还是心里的白月光[爱心][爱心]
眷茶故人,保密,,已经2020年了啊，真的是高二那年的白月光
35323560697_bili,保密,,因为这个视频我关注你了
嘤嘤怪想嘤,保密,,我真的好爱这部剧
35323560697_bili,保密,,好喜欢，超喜欢，咋办，阿加西
-三胞胎的怪阿姨-,女,女神我爱你！！！为您打call！！！,哇塞！太太的调色字幕排版都好好看！！
可乐的橘猫,保密,,男神剪的视频直接给我看哭，呜呜呜鬼怪太好哭了[大哭][大哭][大哭]我又躺回去了
狐狸的米,保密,,看了这个剪辑我才发现竟然有这么多吻戏
心动代表,女,,up主太棒了，色调太棒，太美了，随便一截就是壁纸
曲妙意,保密,不在任何东西面前失去自我，哪怕是教条，哪怕是别人的目光，哪怕是爱情。---《成为简·奥斯汀》,我不管这是我的最爱，我都刷了好多遍了 我最爱鬼怪啊
糖果23333,男,,@女朋友
吃红豆面包的猫,女,开心！,我当时看到结局的时候在被窝哭成了狗，真的是除了1998我最喜欢的韩剧
Joeeeeey_K,女,,我永远喜欢鬼怪
碰碰墙biubiu,保密,,我的宝藏少主出圈了嘛!!它的每个视频我都爱!!终于不限流了5555
放风筝的阿菜,保密,人生长恨水长东,求第二首bgm名字
沙拉羊,保密,,我心中的韩剧Top1！最爱的阿加西！
北城逐愿,保密,彼方尚有荣光在,昨天在微博刷到了，还顺手截了图，贼好看
我先睡睡,保密,精通各种不良嗜好；/,剪得太好了！
-VYee-,女,100%,实不相瞒，我整整看了十三遍！！！
司司苏,女,,这个色调好好看ww一截一张壁纸
司司苏,女,,今天也是为鬼怪夫妇的爱情流泪心动的一天$(｀・ω・´)
溪上少三水,保密,,[热词系列_吹爆]
就叫钟鱼8,女,我的个性就是不爱签名。,因为这部剧 我买了人生中第一条红围巾[喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣]
朴孝敏000,女,不和寡妇论长短不和寡妇论是非,这剪辑的也太好了吧！！！！！
撒手没Z,保密,,这么多年过去了，还是会心动呀！
樱桃爱吃小甜饼,女,,排版也太好看了吧我的天！每一帧都美如画！视觉盛宴，不愧是wuli少主！
爱国少年一枚,保密,,能不能问一下用的什么剪辑软件[爱心]
秋日早安,保密,,鬼怪夫妇都是彼此最后的初恋[热词系列_吹爆]
秋日早安,保密,,前奏一起，鸡皮疙瘩都起来了
是金起伏啊-,保密,一蓑烟雨任平生。,[酸了][酸了][酸了][酸了]真的超爱u最爱鬼怪。
Hi_Simon,保密,想起就更新，没想起&hellip;&hellip;&hellip;&hellip;也没有人要催啊！,时长好秀！
Rust小卖店,男,各位大佬，收藏夹有详细分类，$二道贩子，欢迎交流,歌好听
咕啾fairy,保密,,天知道我以前哭的有多惨
要努力去见边伯贤,保密,,第一集编剧就已经把结局透露了！！！！！
噼啪pong,女,✧˖°꒰๑'ꀾ'๑꒱°˖✧ Helloooo,最爱的韩剧！！up太用心了这个做的是真的好看
要努力去见边伯贤,保密,,这部剧的bgm真的神了！！！都出圈了！！！
要努力去见边伯贤,保密,,啊啊啊啊啊啊啊啊啊我又要去看了！！！就因为鬼怪我才发现金高银这个宝藏女孩啊！！！
左撇子的小迷糊,保密,,呜呜呜(┯_┯)，适合N刷
づ番茄柚,保密,,时长520优秀up，爱了爱了
wangyuyuxi,女,平安喜乐，幸福安康❤,有你陪伴的时光全都很耀眼，因为天气好，因为天气不好，因为天气刚刚好[爱心]
霸气仙女小姐姐,保密,,你币有了！！！！
喜欢美女有错吗,保密,,看过了，说实话韩剧就是太拖了，不够紧凑，太甜了，单身狗受到一万点暴击
佷丧的人,保密,,不仅是主演的人生剧，也是我的人生剧
Airen-XJ,女,✨,微博来的！！阿婆主太厉害了！！！5555太爱鬼怪夫妇了[星星眼]
浅浅浅夏呀,女,手残党相信总有一天也能够做出心灵手巧的手工。目前入的坑有汉服，手帐，滴胶,啊啊啊啊啊啊，看我刷到了什么！！！
福娃丞丞_,保密,以后记得改回来,我怎么能那么喜欢鬼怪啊啊啊啊
lyrisal,女,不如樱花,四年前了时间杀人
Wonder_K,女,社会主义接班人,神级bgm[星星眼]
一未言青,女,佛系追星 用爱发电本命六元$ 墙头好多 磊千白陈哲远李兰迪张子枫谭松韵$热爱追剧磕cp  产粮剪刀手,我真的跪下了大大 这个视频每一帧都跟画报一样 每一帧！！！！！都是大片！这个调色我真的吹爆！
快乐2000L,保密,一定要在热爱的事情上加倍努力,果断三连
酒歌醉,女,愿与你鲜衣怒马，看尽烈焰繁花.,抓住飘落而下的枫叶，跟一起走路的人的爱情终将实现[锦鲤]$                                                      $                                                                                                                        鬼怪.
y娇娃,女,略略略,想了
danni_1109,女,ninepercent❤️林彦俊$Wanna one❤️邕圣祐$都是宝贝✨,2020年了  我最爱的还是鬼怪💕
尘轻洛,女,介里四uv+镇魂女孩一枚hhhh，请多多指（gou）教（da），天依我老婆，拔剑吧,我永远对鬼怪心动！！
夜色肆虐,女,,0202年了我还在为鬼怪心动
六月里的星,女,追剧少女，本命杨紫！,那时候看完后就立马去买了红围巾嘻嘻[笑哭]
Xu佳丽,保密,,真的好爱鬼怪，值得一直重刷啊
一顿吃八颗柚子的牛,保密,,2020年了，我竟然还能在首页看到有up主剪鬼怪啊啊啊啊[大哭]我要哭死了(´;︵;`)
兔兔爱喝奶奶,男,,经典是任何时候去看都不会过时的，鬼怪也算是韩剧天花板了吧！
Paintblueworld,保密,,每次看完cut都想去再看一遍[喜极而泣]
韩舒子,女,,感觉韩国的这个妹子，有周冬雨像似得气质和演技
饭次了吗,女,走在吃遍全世界的路上,0202年了我还在搞鬼怪
Xczzong,女,(　´・◡・｀),0202年了我还能嗑鬼怪夫妇，我好了。
Hola泽迪儿,女,大一的女孩纸•̀ᴗ•́，法语专业以后会继续记录我的生活^O^可能会直播学学习，读读书，做做手帐什么的，有问题私信哦$,为孔刘打call！！！太帅了啊啊啊啊啊
为啥不是我wvw,保密,,剪得好棒[热词系列_神仙UP]
中森香菜,男,I will never give up.,唯一一部看了五遍的韩剧，还安利给了女朋友[热词系列_你细品]
伊笹少女yu,女,,阿加西阿加西阿加西，我太喜欢了
李易峰慕寒的小娇妻,女,随遇而安。,秋冬必看电视剧，已经七刷的我又想去看一遍了
80483587786_bili,保密,,我已经连着刷了三遍了，注意，是“连着”！！！鬼怪我的爱啊
重炮君,男,装笑久了，笑就长在你的脸上，变成一张面具。,孔侑
゚时辰,女,这个人好懒好懒啦，什么都没写哦～,这么多年了鬼怪终于上首页了？！！[2233娘_大哭]
TT0LL,女,NMNL,2020年了还有人为鬼怪营业，我流泪了。up神仙剪辑，看完我又要去重刷一遍了[热词系列_吹爆]
there-,保密,,第一亿次 绝了
楚怀風,保密,努力学习，争取上一本,2020年了，鬼怪依旧是我最喜欢的韩剧，看到视频，听到这BGM，心潮澎湃
関西扛把子西瓜瓜,保密,イッツマイソウル,2020了鬼怪上首页了（暴风哭泣
JY_0709,女,往矣，吾将曳尾于涂中.,我发现..鬼怪真的是我的执念
诗诗家的小草莓,女,,这首BGM我也特别喜欢，特别浓的情感和男女的故事
一点点彩虹,保密,,我要吹蜡烛了！！！！
AEuZ,女,EXO SF9,2020我还喜欢鬼怪 还是能看最后一段哭到晕
橙与景,保密,墙头很多，拒绝ky，拉郎仅限角色,想去三刷了[星星眼]
山河一把青,女,位我上者，灿烂星空；道德律令，在我心中。,2020年了，没想到我还能看到鬼怪的视频[大哭][大哭][大哭][大哭]我好爱他们阿啊啊啊！
瞎无聊的小号,保密,时间都停了 他们都回来了,2020我还在刷这部剧…
卓卓9803,保密,,我昨天还三刷了，又发现了很多可爱的细节。
沊于矀,保密,,啊啊啊啊啊啊啊啊啊啊啊啊啊啊鬼怪好好看啊！！！
茄子Z,保密,微糖不调色刀手成长ing,四连都不够
茄子Z,保密,微糖不调色刀手成长ing,这个调色真的是我再B站看过的视频中最优秀最悦目的，不是一味地褪色背景那种，真的太优秀了这剪辑
茄子Z,保密,微糖不调色刀手成长ing,这个调色绝了[喜欢]
离人阿媛,保密,,网盘里只存了两部韩剧，一个鬼怪，一个请回答1988，每年冬天刷一遍
弱小无助但能吃的深蓝,女,我真的太懒了！,除了棒还能说什么 看得我又想去重温鬼怪
遗来遗往,女,苦的时候磕磕糖,每到冬天就会重温的剧。。。
颜南烟,保密,剪的很烂 也很懒,太棒了！我最爱的鬼怪，阿加西太帅了
Miko丶公主,女,每晚随缘直播记得关注——stream：215338459,啊啊啊起鸡皮疙瘩了[大哭]太爱这部剧了
雙重夢鏡,保密,,鬼怪一生推
为了萝莉为了不单身,男, 一起来追番吧,鬼怪的音乐都爆炸好听
章鱼想摘星,女,醉后不知天在水，满船清梦压星河。,都说十八岁的喜欢会持续一辈子，所以啊，我十八岁那年喜欢的鬼怪夫妇，这种喜欢会持续一辈子。
Yue武昂,女,我只是一个懒到不行的搬运工，偶尔做点cut ,现在再看，还是觉得心动呀
北北珏,女,,啊！！！在微博刷到之后，凭运气又在这里刷到！！！
罗桑仁钦,保密,世间安得双全法$$不负如来不负卿,好顶赞
泡泡贩售叽,保密,我恨,我的最爱
白昼倾倒,女,微博@白昼倾倒,我永远爱鬼怪啊❤️
aBao酱_,男,付出的愛是狂熱，卻忘了學習愛是妥協。❤❤,全程打着冷颤  回忆啊
安小星er,女,,没看过剧 调色太好看了
JUICYPEACH_盼盼,保密,谁说我没有偷偷喜欢过你？,冬天必看韩剧！！
丶性格使然,男,,4年了放过我吧[大哭]
丧气---,女,( •͈ᴗ⁃͈)ᓂ- - -( ˃̶̤́ ꒳ ˂̶̤̀ ),这是最戳我泪点的韩剧，明明看过还有比它更虐的也没有哭，只有鬼怪让我哭得不能自抑[大哭]
丧气---,女,( •͈ᴗ⁃͈)ᓂ- - -( ˃̶̤́ ꒳ ˂̶̤̀ ),我不能看这个，我会哭得超大声[大哭]
Emma去伯纳乌,女,伯纳乌的圣地,一直没敢看这部剧[大哭]
暮岁不冷,保密,本命李钟硕 NCT,超级爱！！！成功引起了我学剪辑的兴趣
九日呐呐,保密,,阿婆主剪辑真的超棒！！！！爱宁！！！！
李青果,女,,2020你我还是在这沉浸鬼怪无法自拔
For-meeting,女,,两年多了，依旧凄美且令人心碎
踏雪高歌sing,女,浅喜似苍狗，深爱如长风,阿加西！
咖喱咖喱酱紫啊,女,嗨皮,爱了爱了爱了，啊啊啊啊啊
百凤山里的车厘子,女,一入cp难回头，bjyx/忘羡，只愿君心似我心。,这个滤镜很好看~
独立团李云龙,男,害～,这个男人为什么这么帅！！！
倏忽烟花霁,女,我是颜粉哈哈,每一帧都是壁纸的程度 太太真的太厉害了吧 这个调色滤镜哇塞
真的很久了,保密,,我永远爱鬼怪！！
LKA_LL,女,꒰⌯-ω-⌯꒱,今天正好在看[热词系列_吹爆]
小骨头吃饼a,女,啦啦啦啦,剪辑的好棒！想再刷一遍啦(๑&gt;؂&lt;๑）
一块肥美的培养基,保密,,都四年了
一只露馅的小豆包,女,喵喵喵,求出调色教程！！
一块肥美的培养基,保密,,2019我又刷了的，感觉台词都能背了[妙啊]
spirxxx,女,现男友李现,唯一一部五刷过的韩剧[tv_难过]
鱼小猫00,保密,,因为天气好，因为天气不好，因为天气刚刚好[害羞]
法家夏冰雹,女,人生一世，草生一春，来如风雨，去似微尘。,留名？这么新的视频
天然腮红yy,保密,不正经,2020啦 我还爱阿加西！
薛甜甜的甜甜,女,世界和平,2020.02.29
明芝维新,女,请你努力 千千万万,啊啊啊啊啊啊我太爱了
adeleadkins99645,保密,,这是啥乐器啊
大野麻,保密,,可爱的鬼怪新娘 捧着花 挽着身穿礼服的他 这是注定的 命运 她义无反顾地挡住了 死亡 这是命运的 玩笑 下辈子 再见了
ONE银PARK,保密,试图做剪辑大佬的一条咸鱼,鬼怪真的是太好看了！
woaizhumei,保密,,我来了！有鬼怪就有我！感谢各位姐妹2020还在产粮！
超爱Sakura的慕枝,女,凡是值得做的事情都值得做好^,天哪 不行了 都20200229了 还是那么喜欢 嘤嘤嘤 超级喜欢啊[tv_难过][tv_难过]
巴啦啦能量美少女战士,保密,,鬼怪真的是我的韩剧top！
折光过,女,我喜歡如秋天一般的人,阿婆剪的好好，又想重温了，无限心动
吃肉少女__,女,blood group A,啊啊啊我爱了 爱死孔地哲啦！！
墨君吾,保密,回望那年初夏，良善如昨，貌美似花。,最喜欢的韩剧
莱里安,保密,,2020了我还是好爱[爱心]
皮条胡同王老爷子,保密,猪猪猪猪,啊啊啊啊啊啊爱死我了[大哭]
夏至w未至,女,(ಡωಡ)  ,完了，我想三刷了
一个小阿曹,保密,,呜呜呜太虐了不敢三刷
流水窅然,保密,白夜,我还在坑里
十月印象馆,男,微信公众号，微博同号～欢迎关注,最好的韩剧，没有之一
蟹味沙拉,保密,走自己的路,为少主打call 少主出品，必属精品！
小福泥的馕妻,保密,,啊啊啊永远的鬼怪啊
小阿呦-,女,百合大法好,2020了在坑底躺的很安详(ღ˘⌣˘ღ)
目木不,女,,都2020年了，鬼怪还是这么经典，每一个场景，每首歌，当歌曲前奏一响起来，都能把我们带回原来的故事线里！
圆的半径,保密,,我的最爱啊啊啊啊啊啊 鬼怪永远是我爱的韩剧一番
Mananachi,保密,秀智Suzy|仙儿|,up主考虑用雪中梅bgm剪辑一个鬼怪的视频吗！感觉那首歌每一句都和剧情好贴！
秋刀鱼没有猫,保密,不知名三分钟热度up主,啊啊啊啊啊我的最爱！
毛猫猫啊,保密,,怎么能看剪辑看哭呢！up牛逼！
jamjam330,保密,讨厌自我介绍,55555我好爱鬼怪 桃子cp我可以嗑一万年
你可要听话,男,信听拿4,好棒
接接的小瓶子,保密,,这个剪辑真的绝了！5分21秒让我回顾了所有心动点
差不多是个废宝宝了,保密,,Up剪得太棒了！！！
微风料峭11,保密,,看了三年的剧[大哭]
闷闷炖焖鸡,保密,魏谦的味千拉面,剪的太好了！！！
Emerald木木,保密,心有多大，，脑洞就有多大！,好想磕这俩现实cp啊[大哭]此生他们能在一起吗
T_小栗砸,女,如果可以，希望能用相机来记录我的一生。,[热词系列_三连][热词系列_神仙UP][热词系列_不愧是你]
binbinz1991,保密,,我当时看的时候喜欢的是男二女二[笑哭]
芝士拉面嘤,女,今天也是运动的一天呢,这个剪辑我好爱！！！
爱学习的Chole,女,华东政法大学冲冲冲！,妈耶 我喜欢老男人[doge]
传说中的阿慧,男,本来无一物，何处惹尘埃！,鬼怪是也最爱的韩剧！！！大一寒假看的，现在我大四，听到bgm还是感动到炸了[捂眼][捂眼][捂眼]
栗籽酱_,保密,,2020年了我还在搞鬼怪！
skulllulu,保密,来日方长 天天发糖,鬼怪真是百看不厌呀[打call]
传说中的阿慧,男,本来无一物，何处惹尘埃！,不会忘记我的鬼怪阿加西[酸了]
天欲雪lty111,保密,,鬼怪太爱了
jin天珍可爱,保密,不定期分享$since2018.11.2,想知道字幕怎么做的！！！！！
何苗苗全世界第一帅,保密,,这个色调好好看
约翰威克要我命,保密,大多数人都缺乏理性  ,太好看了！
溪岚哈,女,,爱了，鬼怪就是我心中韩剧的白月光
布布圆月,女,爱ONER！爱碧梨！爱桥本环奈！爱吃肉！爱生活！,2020年了我还在搞鬼怪！！剪的真好！！！！三连！！这是我心中的top1！！！
小雨披,保密,,在家闲着这一个月，我又重新看了两遍了，加上之前看的，再看完这一遍就六遍了
霁沫涔,女,,2020年在首页看见了鬼怪，开心暴哭
水野芽子,保密,阴阳怪气 变形兄弟  国际巨星潘唐颖,这个剧真的是我心中的白月光，每年都刷一遍，太爱了，阿加西很暖，池恩悼笑起来我心都化了，她笑起来好美好可爱，无论看几遍都不腻！！！！！！
衍其啊其,保密,想要帅哥,我永远爱鬼怪！！
淀粉做猪排,女,,太感动了😭真的除了鬼怪没有一部韩剧可以让我每年都想看一遍
Noesweetie,男,2333333,OMG，神仙剪辑，i了i了~
aaaalittlesweet,女,yoooooo,[大哭][大哭]有几集看了好多遍 真的很多场面我都好喜 最后一幕把我搞哭了555
折光过,女,我喜歡如秋天一般的人,你币有了，舍不得白嫖😭
吃货的淇,女,宋智孝欧尼大发 韩国rm棒棒哒,我最喜欢鬼怪里的bgm是hush，没有放进剪辑里有小小失望，但整个剪辑还是超带感，太爱这部了[爱心][爱心]
起司糖果,保密,唯一,鬼怪里面的歌都好好听
bili_48859248434,保密,,回到我初三的那个暑假
一只小噗胖,保密,今天也要开心哟,看来我又要重温一下经典了
小毛睿刘雪微123,女,学习一时爽 一直学习一直爽,啊啊啊我的少女心啊
胡归一,保密,温柔推翻世界,调色好美丽
想捡六块钱,保密,别看 ,2020还在想念我们鬼怪CP
半尘繁缕,保密,对长亭晚，映泰阶星。,最喜欢的韩剧，剪的真好[热词系列_神仙UP]
是真的可,女,的确是真的可,都2020了我还在搞鬼怪[热词系列_吹爆]
忘卻不能,女,-/：；（）&yen;@&ldquo;&rdquo;。，、？！.,有没有壁纸打包[doge]
每个账号名字都叫卡卡,女,等待,啊啊啊啊啊 绝了绝了 太好看了，想到我当初追剧得时候等到心悸
橘子果酱_kkk,女,exo,看了十遍的人在这！
福禄寿喜团子,女,既见君子，云胡不喜,2020了我还在搞鬼怪[大哭][大哭][大哭][大哭]他们太美好了[大哭][大哭]
-sweetkiller,女,                                                       嘿嘿嘿,我最喜欢的韩剧！！入韩剧坑的剧   在我心里真的没办法超越
糖果雪ovo,女,天下熙熙  皆为利来  天下攘攘  皆为利往,太棒了！！！！
24282140286_bili,保密,,太好看了趴，[喜欢][喜欢]
24282140286_bili,保密,,特别喜欢（*/∇＼*）
柚子剥开给我吃,保密,,人坑即神作 我心里绝不可能被超越的鬼怪[大哭][大哭][大哭][大哭][大哭]
南宝的小迷妹,女,,太赞了 给你三连
改点什么名字好呢,保密,,看了好多好多遍的剧啊啊啊啊啊 鬼怪真的有一种很温暖的力量啊 最喜欢的剧！！！！
朱什么娟,保密,2019我的年度老公：孔刘！,剪的绝美！up[支持]
Promise_mio,保密,又又又又舔本命与磕cp专用,dbq我歪楼了，孔刘真的和我们政教处主任超级像呜呜呜呜呜我每次看都会出戏，主任你慢慢谈恋爱，是我打扰你了呜呜呜呜呜呜呜
郑浅浅,保密,,开头鬼怪夫妇穿大衣走在一起简直太爱了
抱大腿的小兔子09165,保密,,爱了爱了
小鸭子巴巴巴,女,悄咪咪的记录美好的时光❤️,啊啊啊想再看一遍！
faceinheart,保密,,看完up的剪辑，决定明天再刷一次鬼怪！
拉格朗日啾,保密,,真的白月光了，那时候天天追更新，半夜才能出熟肉，韩剧最爱了
-妖刀姬-,女,那些明亮的人与你相遇   你是否有与之相匹配的分量,看得我都想再刷一遍了
喷喷香的好食光,保密,佛系剪频，杂剪up，有强迫症，能力有限，更新随意ヾ(❀╹◡╹)ﾉ~,冬季必刷韩剧之一！
WGUIR,保密,哈哈哈哈哈哈,孔叔好帅[星星眼][星星眼][星星眼]
泰亨笔芯,保密,,原来已经过去这么久了[大哭][大哭]
么么唧唧,保密,一个很糊的人,我真的好喜欢鬼怪！太好看了三连必须有！！！！
怀里的小咧,女,Happiness & Deight,我永远喜欢鬼怪！！！！！！
白菜有点甜_,保密,,2020年了还在嗑鬼怪
爱罗大大,女,,鬼怪粉至今意难忘
深交不如浅交,保密,,up主大人，我想要的鬼怪的壁纸[星星眼][星星眼][星星眼]
不假笑的小谭同学,保密,,战歌一起就相当激动[星星眼]冬日必刷
mylightyoseob,保密,,时长是521！！！！up真的好棒！！！！
文眼薄暮Cici,保密,,前天又看了鬼怪，每分钟都没能跳过啊，丝毫没有赘余的space，主角们都太喜欢了，每个角色我都爱了，让我都快忘了加油武汉了[加油武汉][加油武汉][加油武汉]$[热词系列_我全都要]武汉和鬼怪我都要啊~~
顾念心安的顾念,保密,聚沙成塔，天道酬勤,现在都还记得那个时候追鬼怪，每周四的抓心挠肺
saiko-eito,保密,,每一帧都是绝美海报！！！
小呆鱼88,保密,你才懒死了咧!,期待姐姐的新剧！！！
我家cp糖太多,女,哈哈哈哈哈,我觉得我又可以开始重新看了
Sararita,保密,瑞文,调色也太美了吧！！！！剪辑也太好看了！！！！！！！！
帅到炸裂的套er,保密,嘿嘿哈哈哈哈哈哈哈,好喜欢！！！！
微微醺入睡,女,世界上我最爱的地方就是我的床,冲冲冲！！！鬼怪夫妇！！！我真的超爱这对cp！！！
我是小傲娇嗯哼,保密,,卧槽每一帧都是电影 这个画质
luo曼猪,女,查无此人,最爱的鬼怪夫妇
枫叶没红,女,凡哥的鲵鲵一枚~$中意嘉尔和大华~$女idol就是我家嘉灵姐姐~,我不能忘记他！不能忘！呜呜呜哭死了
一个无聊的艾迪,女,????,情侣装典范
小小仙人球儿,保密,,每一个画面都是壁纸级别，真的好喜欢
抹茶红豆味儿,保密,要么庸俗 要么孤独,每一张都是海报 大大牛逼 时至今日换了好几个📱我的来电还是这歌 哭死算了
68188474214_bili,女,快乐冲浪  开心生活,！！最近正在重温！！真的好喜欢！！
左沙星,女,,2020年了我还在为鬼怪落泪[酸了]
南有乔淑,保密,,剪的好棒，每一帧都是壁纸。
野野纳良兔,女,320｜剑桥大学化学工程学酥｜快落产粮｜佛系缘更｜常挖坑｜常断更｜,2020了，最爱的韩剧还是鬼怪和w[大哭][大哭][大哭]（我就不应该刷题的时候打开b站啊啊啊啊啊啊，
BLUE_DCK,女,,才发现时间是5分21秒诶，up主是特意卡的这个时间吗？
樊辟邪,保密,沉默，是一种态度。,这个色调太好看了！
四喜丸砸DANSA,女,用舞蹈为你加冕,至今看剪辑都想哭呜呜呜呜又甜又虐不可复制的爱情！！！
koniya1005,女,能行不退。,2020年还在看鬼怪
ChennnYe,女,,哇 up好棒 我真的是看到鬼怪拔刀那里眼泪就止不住啦
优思麦,女,无,啊啊最爱的一首战歌
刘昊然的dumpling,女,可可爱爱$没有脑袋,我要再看一遍
优思麦,女,无,阿加西  塞拉黑哟
石神啊-,保密,最后。,每年冬天都要重温  然后会哭出来  剪的太棒了呜呜呜
依然还有节操,保密,我不是懒，是不知道写什么,神仙up主！疯狂为你打call[喜欢][喜欢][喜欢][喜欢]请问可以转发收藏吗？[抱拳]
小天使biubiu-,保密,,前几天才二刷完 真的好好看55555
MeU_婷,保密,,调色和字幕太好看了！用电脑播放，每一帧都是画报啊[喜欢]  stay with me已经是我三年的手机铃声了[鼓掌][鼓掌]
牛油果炒饭,保密,day day up,啊啊啊啊啊啊真的很喜欢这部剧
KseniaY,女,谁人闻香来，化蝶向景依~,不得不说，up这剪辑，色调搭配的太好了！鬼怪到现在都还让我心动，听到这个歌，真的是有哭有笑。[大哭]
杨胖鱼胖胖胖,女,我常常因为自己不够沙雕而自卑,我真的一直很想看这个，但是感觉男二女二那一对太虐了，就不敢看了，每次刷剪辑就很心动啊[笑哭]
横冲直撞一只圆,女,有空一起睡觉,那个女孩的笑容让人心动
